Week,Retailer,Sales Gold NZ BL,Sales Gold NZ ZR
20/07/2020,Lotte Mart,10041.25287,10041.25287
20/07/2020,Lotte super,2713.638979,2713.638979
20/07/2020,Homeplus,8181.378888,8181.378888
20/07/2020,AK Plaza,226.9363492,226.9363492
20/07/2020,GS Retail,2628.540385,2628.540385
20/07/2020,Lotte Department,222.6520631,222.6520631
20/07/2020,GS25,1356.074687,1356.074687
20/07/2020,Emart everyday,1428.843429,1428.843429
20/07/2020,CS Distribution,0,0
20/07/2020,Eland,6058.078761,6058.078761
20/07/2020,Emart,9567.569804,9567.569804
20/07/2020,Emart traders,4722.333249,4722.333249
20/07/2020,Homeplus Express,2265.937853,2265.937853
20/07/2020,Mega Mart,811.1525424,811.1525424
20/07/2020,Costco Korea,24862,24862
20/07/2020,VIC Market,412.0600277,412.0600277
20/07/2020,Hyundae Department,1342.59887,1342.59887
20/07/2020,Market 999,0,0
20/07/2020,Homeplus 365,0,0
20/07/2020,Emart24,11.52105048,11.52105048
20/07/2020,Mini Stop,0,0
20/07/2020,No Brand,463.1010487,463.1010487
20/07/2020,CU,176.5847458,176.5847458
20/07/2020,Shinsegae Department,274,274
20/07/2020,Sampling ,0,0
20/07/2020,Loss,0,0
20/07/2020,Wholesale,68878.78132,68878.78132
20/07/2020,E-commerce,12249.50997,12249.50997
20/07/2020,Retail,77766.2556,77766.2556
27/07/2020,Lotte Mart,3962.167113,3962.167113
27/07/2020,Lotte super,2693.826111,2693.826111
27/07/2020,Homeplus,11278.39706,11278.39706
27/07/2020,AK Plaza,139.8770379,139.8770379
27/07/2020,GS Retail,2168.977108,2168.977108
27/07/2020,Lotte Department,453.2022567,453.2022567
27/07/2020,GS25,758.7928674,758.7928674
27/07/2020,Emart everyday,860.5376943,860.5376943
27/07/2020,CS Distribution,0,0
27/07/2020,Eland,1604.170831,1604.170831
27/07/2020,Emart,16733.89663,16733.89663
27/07/2020,Emart traders,8894.4557,8894.4557
27/07/2020,Homeplus Express,1583.799435,1583.799435
27/07/2020,Mega Mart,2067.039548,2067.039548
27/07/2020,Costco Korea,38333,38333
27/07/2020,VIC Market,628.8416376,628.8416376
27/07/2020,Hyundae Department,1933.864407,1933.864407
27/07/2020,Market 999,0,0
27/07/2020,Homeplus 365,0,0
27/07/2020,Emart24,10.89981737,10.89981737
27/07/2020,Mini Stop,0,0
27/07/2020,No Brand,897.5124227,897.5124227
27/07/2020,CU,164.4265537,164.4265537
27/07/2020,Shinsegae Department,292,292
27/07/2020,Sampling ,0,0
27/07/2020,Loss,0,0
27/07/2020,Wholesale,64441.70319,64441.70319
27/07/2020,E-commerce,8666.384166,8666.384166
27/07/2020,Retail,95459.68423,95459.68423
03/08/2020,Lotte Mart,5863.501074,5863.501074
03/08/2020,Lotte super,2636.328431,2636.328431
03/08/2020,Homeplus,11032.31304,11032.31304
03/08/2020,AK Plaza,125.0782631,125.0782631
03/08/2020,GS Retail,2143.108472,2143.108472
03/08/2020,Lotte Department,75.48192737,75.48192737
03/08/2020,GS25,386.2071405,386.2071405
03/08/2020,Emart everyday,2857.217956,2857.217956
03/08/2020,CS Distribution,0,0
03/08/2020,Eland,2086.447366,2086.447366
03/08/2020,Emart,10309.52978,10309.52978
03/08/2020,Emart traders,7027.885534,7027.885534
03/08/2020,Homeplus Express,1459.810734,1459.810734
03/08/2020,Mega Mart,1161.864407,1161.864407
03/08/2020,Costco Korea,16138,16138
03/08/2020,VIC Market,1588.246435,1588.246435
03/08/2020,Hyundae Department,1998.237288,1998.237288
03/08/2020,Market 999,0,0
03/08/2020,Homeplus 365,0,0
03/08/2020,Emart24,7.115942944,7.115942944
03/08/2020,Mini Stop,0,0
03/08/2020,No Brand,394.2006488,394.2006488
03/08/2020,CU,108.3870056,108.3870056
03/08/2020,Shinsegae Department,269,269
03/08/2020,Sampling ,0,0
03/08/2020,Loss,0,0
03/08/2020,Wholesale,92124.60312,92124.60312
03/08/2020,E-commerce,9372.70506,9372.70506
03/08/2020,Retail,67667.96145,67667.96145
10/08/2020,Lotte Mart,11828.28089,11828.28089
10/08/2020,Lotte super,3582.36817,3582.36817
10/08/2020,Homeplus,15221.05001,15221.05001
10/08/2020,AK Plaza,158.7965764,158.7965764
10/08/2020,GS Retail,1501.740417,1501.740417
10/08/2020,Lotte Department,173.3337154,173.3337154
10/08/2020,GS25,199.5463518,199.5463518
10/08/2020,Emart everyday,1404.049387,1404.049387
10/08/2020,CS Distribution,0,0
10/08/2020,Eland,7701.756598,7701.756598
10/08/2020,Emart,28658.8801,28658.8801
10/08/2020,Emart traders,11355.89248,11355.89248
10/08/2020,Homeplus Express,3391.745763,3391.745763
10/08/2020,Mega Mart,3350.779661,3350.779661
10/08/2020,Costco Korea,21786,21786
10/08/2020,VIC Market,2727.377592,2727.377592
10/08/2020,Hyundae Department,1588.864407,1588.864407
10/08/2020,Market 999,0,0
10/08/2020,Homeplus 365,0,0
10/08/2020,Emart24,16.15206097,16.15206097
10/08/2020,Mini Stop,0,0
10/08/2020,No Brand,1578.505556,1578.505556
10/08/2020,CU,124.5564972,124.5564972
10/08/2020,Shinsegae Department,459,459
10/08/2020,Sampling ,0,0
10/08/2020,Loss,0,0
10/08/2020,Wholesale,89042.64098,89042.64098
10/08/2020,E-commerce,12946.53972,12946.53972
10/08/2020,Retail,116808.6762,116808.6762
17/08/2020,Lotte Mart,5645.847017,5645.847017
17/08/2020,Lotte super,3084.100411,3084.100411
17/08/2020,Homeplus,13391.42879,13391.42879
17/08/2020,AK Plaza,273.9817359,273.9817359
17/08/2020,GS Retail,1972.881078,1972.881078
17/08/2020,Lotte Department,440.1368191,440.1368191
17/08/2020,GS25,81.79389097,81.79389097
17/08/2020,Emart everyday,2481.725165,2481.725165
17/08/2020,CS Distribution,0,0
17/08/2020,Eland,2433.670773,2433.670773
17/08/2020,Emart,16867.43616,16867.43616
17/08/2020,Emart traders,18386.92409,18386.92409
17/08/2020,Homeplus Express,2567.805085,2567.805085
17/08/2020,Mega Mart,853.8531073,853.8531073
17/08/2020,Costco Korea,24685,24685
17/08/2020,VIC Market,980.0713425,980.0713425
17/08/2020,Hyundae Department,1697.875706,1697.875706
17/08/2020,Market 999,0,0
17/08/2020,Homeplus 365,0,0
17/08/2020,Emart24,13.78007999,13.78007999
17/08/2020,Mini Stop,0,0
17/08/2020,No Brand,1097.82752,1097.82752
17/08/2020,CU,101.1468927,101.1468927
17/08/2020,Shinsegae Department,208,208
17/08/2020,Sampling ,0,0
17/08/2020,Loss,0,0
17/08/2020,Wholesale,89879.20422,89879.20422
17/08/2020,E-commerce,12464.85564,12464.85564
17/08/2020,Retail,97265.28566,97265.28566
24/08/2020,Lotte Mart,7999.65617,7999.65617
24/08/2020,Lotte super,3771.838926,3771.838926
24/08/2020,Homeplus,19948.51467,19948.51467
24/08/2020,AK Plaza,217.7954486,217.7954486
24/08/2020,GS Retail,2109.782009,2109.782009
24/08/2020,Lotte Department,435.2311479,435.2311479
24/08/2020,GS25,68.25423849,68.25423849
24/08/2020,Emart everyday,2116.681677,2116.681677
24/08/2020,CS Distribution,0,0
24/08/2020,Eland,7058.819331,7058.819331
24/08/2020,Emart,22061.85964,22061.85964
24/08/2020,Emart traders,8856.136386,8856.136386
24/08/2020,Homeplus Express,5214.607345,5214.607345
24/08/2020,Mega Mart,1515.039548,1515.039548
24/08/2020,Costco Korea,18671,18671
24/08/2020,VIC Market,822.0596735,822.0596735
24/08/2020,Hyundae Department,2004.983051,2004.983051
24/08/2020,Market 999,0,0
24/08/2020,Homeplus 365,0,0
24/08/2020,Emart24,17.22509998,17.22509998
24/08/2020,Mini Stop,0,0
24/08/2020,No Brand,2043.231368,2043.231368
24/08/2020,CU,102.3813559,102.3813559
24/08/2020,Shinsegae Department,681,681
24/08/2020,Sampling ,0,0
24/08/2020,Loss,0,0
24/08/2020,Wholesale,101620.2454,101620.2454
24/08/2020,E-commerce,10549.88758,10549.88758
24/08/2020,Retail,105716.0971,105716.0971
31/08/2020,Lotte Mart,10171.33898,10171.33898
31/08/2020,Lotte super,4328.875433,4328.875433
31/08/2020,Homeplus,19845.15002,19845.15002
31/08/2020,AK Plaza,216.1275204,216.1275204
31/08/2020,GS Retail,5693.293051,5693.293051
31/08/2020,Lotte Department,475.4740039,475.4740039
31/08/2020,GS25,2012.829594,2012.829594
31/08/2020,Emart everyday,5698.626097,5698.626097
31/08/2020,CS Distribution,0,0
31/08/2020,Eland,5634.88286,5634.88286
31/08/2020,Emart,16624.91459,16624.91459
31/08/2020,Emart traders,12531.41042,12531.41042
31/08/2020,Homeplus Express,6318.610169,6318.610169
31/08/2020,Mega Mart,1854.169492,1854.169492
31/08/2020,Costco Korea,24438,24438
31/08/2020,VIC Market,803.3363618,803.3363618
31/08/2020,Hyundae Department,1893.310734,1893.310734
31/08/2020,Market 999,0,0
31/08/2020,Homeplus 365,0,0
31/08/2020,Emart24,13.44122556,13.44122556
31/08/2020,Mini Stop,0,0
31/08/2020,No Brand,1388.347403,1388.347403
31/08/2020,CU,105.2146893,105.2146893
31/08/2020,Shinsegae Department,490,490
31/08/2020,Sampling ,0,0
31/08/2020,Loss,0,0
31/08/2020,Wholesale,135457.5869,135457.5869
31/08/2020,E-commerce,8616.757111,8616.757111
31/08/2020,Retail,120537.3527,120537.3527
07/09/2020,Lotte Mart,6033.881219,6033.881219
07/09/2020,Lotte super,4179.315144,4179.315144
07/09/2020,Homeplus,16786.69707,16786.69707
07/09/2020,AK Plaza,248.3250756,248.3250756
07/09/2020,GS Retail,1965.980434,1965.980434
07/09/2020,Lotte Department,568.5672909,568.5672909
07/09/2020,GS25,2018.716399,2018.716399
07/09/2020,Emart everyday,837.6062529,837.6062529
07/09/2020,CS Distribution,0,0
07/09/2020,Eland,3000.651897,3000.651897
07/09/2020,Emart,17753.18687,17753.18687
07/09/2020,Emart traders,12841.95251,12841.95251
07/09/2020,Homeplus Express,5367.194915,5367.194915
07/09/2020,Mega Mart,1654.271186,1654.271186
07/09/2020,Costco Korea,30784,30784
07/09/2020,VIC Market,740.5437706,740.5437706
07/09/2020,Hyundae Department,1538.59887,1538.59887
07/09/2020,Market 999,0,0
07/09/2020,Homeplus 365,0,0
07/09/2020,Emart24,16.37796392,16.37796392
07/09/2020,Mini Stop,0,0
07/09/2020,No Brand,2981.289026,2981.289026
07/09/2020,CU,144.9180791,144.9180791
07/09/2020,Shinsegae Department,402,402
07/09/2020,Sampling ,0,0
07/09/2020,Loss,0,0
07/09/2020,Wholesale,135870.2362,135870.2362
07/09/2020,E-commerce,15334.93157,15334.93157
07/09/2020,Retail,109864.074,109864.074
14/09/2020,Lotte Mart,7157.458701,7157.458701
14/09/2020,Lotte super,4529.0594,4529.0594
14/09/2020,Homeplus,16735.37652,16735.37652
14/09/2020,AK Plaza,254.2445855,254.2445855
14/09/2020,GS Retail,5563.897798,5563.897798
14/09/2020,Lotte Department,391.7669012,391.7669012
14/09/2020,GS25,1070.531919,1070.531919
14/09/2020,Emart everyday,3834.531533,3834.531533
14/09/2020,CS Distribution,0,0
14/09/2020,Eland,9056.435799,9056.435799
14/09/2020,Emart,22338.46808,22338.46808
14/09/2020,Emart traders,13269.52523,13269.52523
14/09/2020,Homeplus Express,6129.655367,6129.655367
14/09/2020,Mega Mart,1437.920904,1437.920904
14/09/2020,Costco Korea,29392,29392
14/09/2020,VIC Market,2166.409806,2166.409806
14/09/2020,Hyundae Department,2029.853107,2029.853107
14/09/2020,Market 999,0,0
14/09/2020,Homeplus 365,0,0
14/09/2020,Emart24,16.20853671,16.20853671
14/09/2020,Mini Stop,0,0
14/09/2020,No Brand,2270.224735,2270.224735
14/09/2020,CU,113.5,113.5
14/09/2020,Shinsegae Department,326,326
14/09/2020,Sampling ,0,0
14/09/2020,Loss,0,0
14/09/2020,Wholesale,122885.2902,122885.2902
14/09/2020,E-commerce,10586.69984,10586.69984
14/09/2020,Retail,128083.0689,128083.0689
21/09/2020,Lotte Mart,15103.23217,15103.23217
21/09/2020,Lotte super,4690.396392,4690.396392
21/09/2020,Homeplus,14258.06362,14258.06362
21/09/2020,AK Plaza,264.5137905,264.5137905
21/09/2020,GS Retail,3060.075927,3060.075927
21/09/2020,Lotte Department,435.2311479,435.2311479
21/09/2020,GS25,713.2355343,713.2355343
21/09/2020,Emart everyday,3886.660355,3886.660355
21/09/2020,CS Distribution,0,0
21/09/2020,Eland,8142.563858,8142.563858
21/09/2020,Emart,20720.69315,20720.69315
21/09/2020,Emart traders,11664.18376,11664.18376
21/09/2020,Homeplus Express,3085.805085,3085.805085
21/09/2020,Mega Mart,1901.734463,1901.734463
21/09/2020,Costco Korea,8503,8503
21/09/2020,VIC Market,1382.467198,1382.467198
21/09/2020,Hyundae Department,1846.836158,1846.836158
21/09/2020,Market 999,0,0
21/09/2020,Homeplus 365,0,0
21/09/2020,Emart24,12.70704097,12.70704097
21/09/2020,Mini Stop,0,0
21/09/2020,No Brand,1581.77246,1581.77246
21/09/2020,CU,92.23728814,92.23728814
21/09/2020,Shinsegae Department,353,353
21/09/2020,Sampling ,0,0
21/09/2020,Loss,0,0
21/09/2020,Wholesale,93453.16246,93453.16246
21/09/2020,E-commerce,38981.81273,38981.81273
21/09/2020,Retail,101698.4094,101698.4094
28/09/2020,Lotte Mart,4548.326726,4548.326726
28/09/2020,Lotte super,3144.125558,3144.125558
28/09/2020,Homeplus,13592.8096,13592.8096
28/09/2020,AK Plaza,171.2079245,171.2079245
28/09/2020,GS Retail,1809.244239,1809.244239
28/09/2020,Lotte Department,65.4089492,65.4089492
28/09/2020,GS25,407.3015266,407.3015266
28/09/2020,Emart everyday,2008.453714,2008.453714
28/09/2020,CS Distribution,0,0
28/09/2020,Eland,4605.296943,4605.296943
28/09/2020,Emart,22326.66762,22326.66762
28/09/2020,Emart traders,15986.1331,15986.1331
28/09/2020,Homeplus Express,1921.694915,1921.694915
28/09/2020,Mega Mart,1442.737288,1442.737288
28/09/2020,Costco Korea,11174,11174
28/09/2020,VIC Market,2360.510863,2360.510863
28/09/2020,Hyundae Department,1226.237288,1226.237288
28/09/2020,Market 999,0,0
28/09/2020,Homeplus 365,0,0
28/09/2020,Emart24,20.38774129,20.38774129
28/09/2020,Mini Stop,0,0
28/09/2020,No Brand,945.1345024,945.1345024
28/09/2020,CU,126.0225989,126.0225989
28/09/2020,Shinsegae Department,0,0
28/09/2020,Sampling ,0,0
28/09/2020,Loss,0,0
28/09/2020,Wholesale,12182.52111,12182.52111
28/09/2020,E-commerce,4388.463277,4388.463277
28/09/2020,Retail,87881.7011,87881.7011
05/10/2020,Lotte Mart,5106.27534,5106.27534
05/10/2020,Lotte super,2217.064467,2217.064467
05/10/2020,Homeplus,12232.56235,12232.56235
05/10/2020,AK Plaza,219.6268992,219.6268992
05/10/2020,GS Retail,5622.831261,5622.831261
05/10/2020,Lotte Department,809.7137343,809.7137343
05/10/2020,GS25,548.6012091,548.6012091
05/10/2020,Emart everyday,1077.491551,1077.491551
05/10/2020,CS Distribution,0,0
05/10/2020,Eland,3657.481503,3657.481503
05/10/2020,Emart,10332.09185,10332.09185
05/10/2020,Emart traders,10062.38546,10062.38546
05/10/2020,Homeplus Express,2344.731638,2344.731638
05/10/2020,Mega Mart,1008.734463,1008.734463
05/10/2020,Costco Korea,-12,-12
05/10/2020,VIC Market,760.0683419,760.0683419
05/10/2020,Hyundae Department,1009.039548,1009.039548
05/10/2020,Market 999,0,0
05/10/2020,Homeplus 365,0,0
05/10/2020,Emart24,11.29514753,11.29514753
05/10/2020,Mini Stop,0,0
05/10/2020,No Brand,1696.505093,1696.505093
05/10/2020,CU,63.89830508,63.89830508
05/10/2020,Shinsegae Department,410,410
05/10/2020,Sampling ,0,0
05/10/2020,Loss,0,0
05/10/2020,Wholesale,58301.76162,58301.76162
05/10/2020,E-commerce,9677.989352,9677.989352
05/10/2020,Retail,59178.39816,59178.39816
12/10/2020,Lotte Mart,10951.91277,10951.91277
12/10/2020,Lotte super,2252.762095,2252.762095
12/10/2020,Homeplus,10407.08514,10407.08514
12/10/2020,AK Plaza,226.0369762,226.0369762
12/10/2020,GS Retail,1151.720777,1151.720777
12/10/2020,Lotte Department,713.2028298,713.2028298
12/10/2020,GS25,141.6430795,141.6430795
12/10/2020,Emart everyday,3674.65632,3674.65632
12/10/2020,CS Distribution,0,0
12/10/2020,Eland,7263.960828,7263.960828
12/10/2020,Emart,8437.986843,8437.986843
12/10/2020,Emart traders,7211.217226,7211.217226
12/10/2020,Homeplus Express,1313.449153,1313.449153
12/10/2020,Mega Mart,711.6723164,711.6723164
12/10/2020,Costco Korea,5879,5879
12/10/2020,VIC Market,533.6552642,533.6552642
12/10/2020,Hyundae Department,608.0677966,608.0677966
12/10/2020,Market 999,0,0
12/10/2020,Homeplus 365,0,0
12/10/2020,Emart24,11.57752622,11.57752622
12/10/2020,Mini Stop,0,0
12/10/2020,No Brand,1278.741029,1278.741029
12/10/2020,CU,106.8615819,106.8615819
12/10/2020,Shinsegae Department,0,0
12/10/2020,Sampling ,0,0
12/10/2020,Loss,0,0
12/10/2020,Wholesale,14004.97857,14004.97857
12/10/2020,E-commerce,7009.27463,7009.27463
12/10/2020,Retail,62875.20955,62875.20955
19/10/2020,Lotte Mart,1700.632679,1700.632679
19/10/2020,Lotte super,1915.212386,1915.212386
19/10/2020,Homeplus,6378.278247,6378.278247
19/10/2020,AK Plaza,182.0167534,182.0167534
19/10/2020,GS Retail,1005.482719,1005.482719
19/10/2020,Lotte Department,471.20607,471.20607
19/10/2020,GS25,66.86429831,66.86429831
19/10/2020,Emart everyday,659.246451,659.246451
19/10/2020,CS Distribution,0,0
19/10/2020,Eland,481.4411345,481.4411345
19/10/2020,Emart,4761.128654,4761.128654
19/10/2020,Emart traders,7436.80879,7436.80879
19/10/2020,Homeplus Express,1208.508475,1208.508475
19/10/2020,Mega Mart,157.1751412,157.1751412
19/10/2020,Costco Korea,0,0
19/10/2020,VIC Market,370.3945271,370.3945271
19/10/2020,Hyundae Department,889.7570621,889.7570621
19/10/2020,Market 999,0,0
19/10/2020,Homeplus 365,0,0
19/10/2020,Emart24,11.89726578,11.89726578
19/10/2020,Mini Stop,0,0
19/10/2020,No Brand,1022.488886,1022.488886
19/10/2020,CU,95.46892655,95.46892655
19/10/2020,Shinsegae Department,0,0
19/10/2020,Sampling ,0,0
19/10/2020,Loss,0,0
19/10/2020,Wholesale,17747.02228,17747.02228
19/10/2020,E-commerce,3915.191604,3915.191604
19/10/2020,Retail,28814.00846,28814.00846
26/10/2020,Lotte Mart,1310.734463,1310.734463
26/10/2020,Lotte super,1753.435623,1753.435623
26/10/2020,Homeplus,8647.47189,8647.47189
26/10/2020,AK Plaza,179.3840432,179.3840432
26/10/2020,GS Retail,813.7036802,813.7036802
26/10/2020,Lotte Department,462.4739753,462.4739753
26/10/2020,GS25,58.14855583,58.14855583
26/10/2020,Emart everyday,2708.504112,2708.504112
26/10/2020,CS Distribution,0,0
26/10/2020,Eland,700.6279593,700.6279593
26/10/2020,Emart,7808.37947,7808.37947
26/10/2020,Emart traders,6351.450131,6351.450131
26/10/2020,Homeplus Express,1393.361582,1393.361582
26/10/2020,Mega Mart,1020.429379,1020.429379
26/10/2020,Costco Korea,0,0
26/10/2020,VIC Market,1119.50687,1119.50687
26/10/2020,Hyundae Department,561.2372881,561.2372881
26/10/2020,Market 999,0,0
26/10/2020,Homeplus 365,0,0
26/10/2020,Emart24,11.69047769,11.69047769
26/10/2020,Mini Stop,0,0
26/10/2020,No Brand,907.3218239,907.3218239
26/10/2020,CU,53.0480226,53.0480226
26/10/2020,Shinsegae Department,0,0
26/10/2020,Sampling ,0,0
26/10/2020,Loss,0,0
26/10/2020,Wholesale,9647.18891,9647.18891
26/10/2020,E-commerce,651.3903976,651.3903976
26/10/2020,Retail,35860.90935,35860.90935
02/11/2020,Lotte Mart,4765.093625,4765.093625
02/11/2020,Lotte super,1439.962585,1439.962585
02/11/2020,Homeplus,8978.291636,8978.291636
02/11/2020,AK Plaza,166.4494235,166.4494235
02/11/2020,GS Retail,1272.33488,1272.33488
02/11/2020,Lotte Department,1016.095321,1016.095321
02/11/2020,GS25,48.35356569,48.35356569
02/11/2020,Emart everyday,474.7036147,474.7036147
02/11/2020,CS Distribution,0,0
02/11/2020,Eland,2528.023182,2528.023182
02/11/2020,Emart,17771.85976,17771.85976
02/11/2020,Emart traders,9192.594123,9192.594123
02/11/2020,Homeplus Express,1307.228814,1307.228814
02/11/2020,Mega Mart,263.5706215,263.5706215
02/11/2020,Costco Korea,8684,8684
02/11/2020,VIC Market,630.6076792,630.6076792
02/11/2020,Hyundae Department,574.5310734,574.5310734
02/11/2020,Market 999,0,0
02/11/2020,Homeplus 365,0,0
02/11/2020,Emart24,10.73039015,10.73039015
02/11/2020,Mini Stop,0,0
02/11/2020,No Brand,3205.192736,3205.192736
02/11/2020,CU,72.71186441,72.71186441
02/11/2020,Shinsegae Department,16,16
02/11/2020,Sampling ,0,0
02/11/2020,Loss,0,0
02/11/2020,Wholesale,43908.54237,43908.54237
02/11/2020,E-commerce,6899.869458,6899.869458
02/11/2020,Retail,62418.3349,62418.3349
09/11/2020,Lotte Mart,7490.092459,7490.092459
09/11/2020,Lotte super,5801.403181,5801.403181
09/11/2020,Homeplus,14131.67796,14131.67796
09/11/2020,AK Plaza,200.2658502,200.2658502
09/11/2020,GS Retail,1316.6985,1316.6985
09/11/2020,Lotte Department,1133.340863,1133.340863
09/11/2020,GS25,32.50824775,32.50824775
09/11/2020,Emart everyday,4792.176155,4792.176155
09/11/2020,CS Distribution,0,0
09/11/2020,Eland,1512.369371,1512.369371
09/11/2020,Emart,11861.25983,11861.25983
09/11/2020,Emart traders,10801.664,10801.664
09/11/2020,Homeplus Express,2620.686441,2620.686441
09/11/2020,Mega Mart,633.5367232,633.5367232
09/11/2020,Costco Korea,25129.91901,25129.91901
09/11/2020,VIC Market,1246.694572,1246.694572
09/11/2020,Hyundae Department,799.9096045,799.9096045
09/11/2020,Market 999,0,0
09/11/2020,Homeplus 365,0,0
09/11/2020,Emart24,10.63655354,10.63655354
09/11/2020,Mini Stop,0,0
09/11/2020,No Brand,2175.707796,2175.707796
09/11/2020,CU,49.3220339,49.3220339
09/11/2020,Shinsegae Department,343.8600686,343.8600686
09/11/2020,Sampling ,0,0
09/11/2020,Loss,0,0
09/11/2020,Wholesale,60392.71884,60392.71884
09/11/2020,E-commerce,8024.673505,8024.673505
09/11/2020,Retail,92083.72922,92083.72922
16/11/2020,Lotte Mart,A,0
16/11/2020,Lotte super,A,0
16/11/2020,Homeplus,A,0
16/11/2020,AK Plaza,A,0
16/11/2020,GS Retail,A,0
16/11/2020,Lotte Department,A,0
16/11/2020,GS25,A,0
16/11/2020,Emart everyday,A,0
16/11/2020,CS Distribution,A,0
16/11/2020,Eland,A,0
16/11/2020,Emart,A,0
16/11/2020,Emart traders,A,0
16/11/2020,Homeplus Express,A,0
16/11/2020,Mega Mart,A,0
16/11/2020,Costco Korea,A,0
16/11/2020,VIC Market,A,0
16/11/2020,Hyundae Department,A,0
16/11/2020,Market 999,A,0
16/11/2020,Homeplus 365,A,0
16/11/2020,Emart24,A,0
16/11/2020,Mini Stop,A,0
16/11/2020,No Brand,A,0
16/11/2020,CU,A,0
16/11/2020,Shinsegae Department,A,0
16/11/2020,Sampling ,A,0
16/11/2020,Loss,A,0
16/11/2020,Wholesale,1827.07,1827.07
16/11/2020,E-commerce,0,0
16/11/2020,Retail,0,0
23/11/2020,Lotte Mart,0,0
23/11/2020,Lotte super,0,0
23/11/2020,Homeplus,0,0
23/11/2020,AK Plaza,0,0
23/11/2020,GS Retail,0,0
23/11/2020,Lotte Department,0,0
23/11/2020,GS25,0,0
23/11/2020,Emart everyday,0,0
23/11/2020,CS Distribution,0,0
23/11/2020,Eland,0,0
23/11/2020,Emart,0,0
23/11/2020,Emart traders,0,0
23/11/2020,Homeplus Express,0,0
23/11/2020,Mega Mart,0,0
23/11/2020,Costco Korea,0,0
23/11/2020,VIC Market,0,0
23/11/2020,Hyundae Department,0,0
23/11/2020,Market 999,0,0
23/11/2020,Homeplus 365,0,0
23/11/2020,Emart24,0,0
23/11/2020,Mini Stop,0,0
23/11/2020,No Brand,0,0
23/11/2020,CU,0,0
23/11/2020,Shinsegae Department,0,0
23/11/2020,Sampling ,0,0
23/11/2020,Loss,0,0
23/11/2020,Wholesale,0,0
23/11/2020,E-commerce,0,0
23/11/2020,Retail,0,0
