Week,Retailer,Sales Gold NZ BL,Sales Gold NZ ZR
21/01/2019,E-commerce,A,0
21/01/2019,Retail,A,0
28/01/2019,Lotte Mart,A,0
28/01/2019,Lotte super,A,0
28/01/2019,Homeplus,A,0
28/01/2019,AK Plaza,A,0
28/01/2019,GS Retail,A,0
28/01/2019,Lotte Department,A,0
28/01/2019,GS25,A,0
28/01/2019,Emart everyday,A,0
28/01/2019,CS Distribution,A,0
28/01/2019,Eland,A,0
28/01/2019,Emart,A,0
28/01/2019,Emart traders,A,0
28/01/2019,Homeplus Express,A,0
28/01/2019,Mega Mart,A,0
28/01/2019,Costco Korea,A,0
28/01/2019,VIC Market,A,0
28/01/2019,Hyundae Department,A,0
28/01/2019,Market 999,A,0
28/01/2019,Homeplus 365,A,0
28/01/2019,Emart24,A,0
28/01/2019,Mini Stop,A,0
28/01/2019,No Brand,A,0
28/01/2019,CU,A,0
28/01/2019,Shinsegae Department,A,0
28/01/2019,Sampling ,A,0
28/01/2019,Loss,A,0
28/01/2019,Wholesale,A,0
28/01/2019,E-commerce,A,0
28/01/2019,Retail,A,0
04/02/2019,Lotte Mart,A,0
04/02/2019,Lotte super,A,0
04/02/2019,Homeplus,A,0
04/02/2019,AK Plaza,A,0
04/02/2019,GS Retail,A,0
04/02/2019,Lotte Department,A,0
04/02/2019,GS25,A,0
04/02/2019,Emart everyday,A,0
04/02/2019,CS Distribution,A,0
04/02/2019,Eland,A,0
04/02/2019,Emart,A,0
04/02/2019,Emart traders,A,0
04/02/2019,Homeplus Express,A,0
04/02/2019,Mega Mart,A,0
04/02/2019,Costco Korea,A,0
04/02/2019,VIC Market,A,0
04/02/2019,Hyundae Department,A,0
04/02/2019,Market 999,A,0
04/02/2019,Homeplus 365,A,0
04/02/2019,Emart24,A,0
04/02/2019,Mini Stop,A,0
04/02/2019,No Brand,A,0
04/02/2019,CU,A,0
04/02/2019,Shinsegae Department,A,0
04/02/2019,Sampling ,A,0
04/02/2019,Loss,A,0
04/02/2019,Wholesale,A,0
04/02/2019,E-commerce,A,0
04/02/2019,Retail,A,0
11/02/2019,Lotte Mart,A,0
11/02/2019,Lotte super,A,0
11/02/2019,Homeplus,A,0
11/02/2019,AK Plaza,A,0
11/02/2019,GS Retail,A,0
11/02/2019,Lotte Department,A,0
11/02/2019,GS25,A,0
11/02/2019,Emart everyday,A,0
11/02/2019,CS Distribution,A,0
11/02/2019,Eland,A,0
11/02/2019,Emart,A,0
11/02/2019,Emart traders,A,0
11/02/2019,Homeplus Express,A,0
11/02/2019,Mega Mart,A,0
11/02/2019,Costco Korea,A,0
11/02/2019,VIC Market,A,0
11/02/2019,Hyundae Department,A,0
11/02/2019,Market 999,A,0
11/02/2019,Homeplus 365,A,0
11/02/2019,Emart24,A,0
11/02/2019,Mini Stop,A,0
11/02/2019,No Brand,A,0
11/02/2019,CU,A,0
11/02/2019,Shinsegae Department,A,0
11/02/2019,Sampling ,A,0
11/02/2019,Loss,A,0
11/02/2019,Wholesale,A,0
11/02/2019,E-commerce,A,0
11/02/2019,Retail,A,0
18/02/2019,Lotte Mart,A,0
18/02/2019,Lotte super,A,0
18/02/2019,Homeplus,A,0
18/02/2019,AK Plaza,A,0
18/02/2019,GS Retail,A,0
18/02/2019,Lotte Department,A,0
18/02/2019,GS25,A,0
18/02/2019,Emart everyday,A,0
18/02/2019,CS Distribution,A,0
18/02/2019,Eland,A,0
18/02/2019,Emart,A,0
18/02/2019,Emart traders,A,0
18/02/2019,Homeplus Express,A,0
18/02/2019,Mega Mart,A,0
18/02/2019,Costco Korea,A,0
18/02/2019,VIC Market,A,0
18/02/2019,Hyundae Department,A,0
18/02/2019,Market 999,A,0
18/02/2019,Homeplus 365,A,0
18/02/2019,Emart24,A,0
18/02/2019,Mini Stop,A,0
18/02/2019,No Brand,A,0
18/02/2019,CU,A,0
18/02/2019,Shinsegae Department,A,0
18/02/2019,Sampling ,A,0
18/02/2019,Loss,A,0
18/02/2019,Wholesale,A,0
18/02/2019,E-commerce,A,0
18/02/2019,Retail,A,0
25/02/2019,Lotte Mart,A,0
25/02/2019,Lotte super,A,0
25/02/2019,Homeplus,A,0
25/02/2019,AK Plaza,A,0
25/02/2019,GS Retail,A,0
25/02/2019,Lotte Department,A,0
25/02/2019,GS25,A,0
25/02/2019,Emart everyday,A,0
25/02/2019,CS Distribution,A,0
25/02/2019,Eland,A,0
25/02/2019,Emart,A,0
25/02/2019,Emart traders,A,0
25/02/2019,Homeplus Express,A,0
25/02/2019,Mega Mart,A,0
25/02/2019,Costco Korea,A,0
25/02/2019,VIC Market,A,0
25/02/2019,Hyundae Department,A,0
25/02/2019,Market 999,A,0
25/02/2019,Homeplus 365,A,0
25/02/2019,Emart24,A,0
25/02/2019,Mini Stop,A,0
25/02/2019,No Brand,A,0
25/02/2019,CU,A,0
25/02/2019,Shinsegae Department,A,0
25/02/2019,Sampling ,A,0
25/02/2019,Loss,A,0
25/02/2019,Wholesale,A,0
25/02/2019,E-commerce,A,0
25/02/2019,Retail,A,0
04/03/2019,Lotte Mart,A,0
04/03/2019,Lotte super,A,0
04/03/2019,Homeplus,A,0
04/03/2019,AK Plaza,A,0
04/03/2019,GS Retail,A,0
04/03/2019,Lotte Department,A,0
04/03/2019,GS25,A,0
04/03/2019,Emart everyday,A,0
04/03/2019,CS Distribution,A,0
04/03/2019,Eland,A,0
04/03/2019,Emart,A,0
04/03/2019,Emart traders,A,0
04/03/2019,Homeplus Express,A,0
04/03/2019,Mega Mart,A,0
04/03/2019,Costco Korea,A,0
04/03/2019,VIC Market,A,0
04/03/2019,Hyundae Department,A,0
04/03/2019,Market 999,A,0
04/03/2019,Homeplus 365,A,0
04/03/2019,Emart24,A,0
04/03/2019,Mini Stop,A,0
04/03/2019,No Brand,A,0
04/03/2019,CU,A,0
04/03/2019,Shinsegae Department,A,0
04/03/2019,Sampling ,A,0
04/03/2019,Loss,A,0
04/03/2019,Wholesale,A,0
04/03/2019,E-commerce,A,0
04/03/2019,Retail,A,0
11/03/2019,Lotte Mart,A,0
11/03/2019,Lotte super,A,0
11/03/2019,Homeplus,A,0
11/03/2019,AK Plaza,A,0
11/03/2019,GS Retail,A,0
11/03/2019,Lotte Department,A,0
11/03/2019,GS25,A,0
11/03/2019,Emart everyday,A,0
11/03/2019,CS Distribution,A,0
11/03/2019,Eland,A,0
11/03/2019,Emart,A,0
11/03/2019,Emart traders,A,0
11/03/2019,Homeplus Express,A,0
11/03/2019,Mega Mart,A,0
11/03/2019,Costco Korea,A,0
11/03/2019,VIC Market,A,0
11/03/2019,Hyundae Department,A,0
11/03/2019,Market 999,A,0
11/03/2019,Homeplus 365,A,0
11/03/2019,Emart24,A,0
11/03/2019,Mini Stop,A,0
11/03/2019,No Brand,A,0
11/03/2019,CU,A,0
11/03/2019,Shinsegae Department,A,0
11/03/2019,Sampling ,A,0
11/03/2019,Loss,A,0
11/03/2019,Wholesale,A,0
11/03/2019,E-commerce,A,0
11/03/2019,Retail,A,0
18/03/2019,Lotte Mart,A,0
18/03/2019,Lotte super,A,0
18/03/2019,Homeplus,A,0
18/03/2019,AK Plaza,A,0
18/03/2019,GS Retail,A,0
18/03/2019,Lotte Department,A,0
18/03/2019,GS25,A,0
18/03/2019,Emart everyday,A,0
18/03/2019,CS Distribution,A,0
18/03/2019,Eland,A,0
18/03/2019,Emart,A,0
18/03/2019,Emart traders,A,0
18/03/2019,Homeplus Express,A,0
18/03/2019,Mega Mart,A,0
18/03/2019,Costco Korea,A,0
18/03/2019,VIC Market,A,0
18/03/2019,Hyundae Department,A,0
18/03/2019,Market 999,A,0
18/03/2019,Homeplus 365,A,0
18/03/2019,Emart24,A,0
18/03/2019,Mini Stop,A,0
18/03/2019,No Brand,A,0
18/03/2019,CU,A,0
18/03/2019,Shinsegae Department,A,0
18/03/2019,Sampling ,A,0
18/03/2019,Loss,A,0
18/03/2019,Wholesale,A,0
18/03/2019,E-commerce,A,0
18/03/2019,Retail,A,0
25/03/2019,Lotte Mart,A,0
25/03/2019,Lotte super,A,0
25/03/2019,Homeplus,A,0
25/03/2019,AK Plaza,A,0
25/03/2019,GS Retail,A,0
25/03/2019,Lotte Department,A,0
25/03/2019,GS25,A,0
25/03/2019,Emart everyday,A,0
25/03/2019,CS Distribution,A,0
25/03/2019,Eland,A,0
25/03/2019,Emart,A,0
25/03/2019,Emart traders,A,0
25/03/2019,Homeplus Express,A,0
25/03/2019,Mega Mart,A,0
25/03/2019,Costco Korea,A,0
25/03/2019,VIC Market,A,0
25/03/2019,Hyundae Department,A,0
25/03/2019,Market 999,A,0
25/03/2019,Homeplus 365,A,0
25/03/2019,Emart24,A,0
25/03/2019,Mini Stop,A,0
25/03/2019,No Brand,A,0
25/03/2019,CU,A,0
25/03/2019,Shinsegae Department,A,0
25/03/2019,Sampling ,A,0
25/03/2019,Loss,A,0
25/03/2019,Wholesale,A,0
25/03/2019,E-commerce,A,0
25/03/2019,Retail,A,0
01/04/2019,Lotte Mart,A,0
01/04/2019,Lotte super,A,0
01/04/2019,Homeplus,A,0
01/04/2019,AK Plaza,A,0
01/04/2019,GS Retail,A,0
01/04/2019,Lotte Department,A,0
01/04/2019,GS25,A,0
01/04/2019,Emart everyday,A,0
01/04/2019,CS Distribution,A,0
01/04/2019,Eland,A,0
01/04/2019,Emart,A,0
01/04/2019,Emart traders,A,0
01/04/2019,Homeplus Express,A,0
01/04/2019,Mega Mart,A,0
01/04/2019,Costco Korea,A,0
01/04/2019,VIC Market,A,0
01/04/2019,Hyundae Department,A,0
01/04/2019,Market 999,A,0
01/04/2019,Homeplus 365,A,0
01/04/2019,Emart24,A,0
01/04/2019,Mini Stop,A,0
01/04/2019,No Brand,A,0
01/04/2019,CU,A,0
01/04/2019,Shinsegae Department,A,0
01/04/2019,Sampling ,A,0
01/04/2019,Loss,A,0
01/04/2019,Wholesale,A,0
01/04/2019,E-commerce,A,0
01/04/2019,Retail,A,0
08/04/2019,Lotte Mart,a,0
08/04/2019,Lotte super,a,0
08/04/2019,Homeplus,a,0
08/04/2019,AK Plaza,a,0
08/04/2019,GS Retail,a,0
08/04/2019,Lotte Department,a,0
08/04/2019,GS25,a,0
08/04/2019,Emart everyday,a,0
08/04/2019,CS Distribution,a,0
08/04/2019,Eland,a,0
08/04/2019,Emart,a,0
08/04/2019,Emart traders,a,0
08/04/2019,Homeplus Express,a,0
08/04/2019,Mega Mart,a,0
08/04/2019,Costco Korea,a,0
08/04/2019,VIC Market,a,0
08/04/2019,Hyundae Department,a,0
08/04/2019,Market 999,a,0
08/04/2019,Homeplus 365,a,0
08/04/2019,Emart24,a,0
08/04/2019,Mini Stop,a,0
08/04/2019,No Brand,a,0
08/04/2019,CU,a,0
08/04/2019,Shinsegae Department,a,0
08/04/2019,Sampling ,a,0
08/04/2019,Loss,a,0
08/04/2019,Wholesale,a,0
08/04/2019,E-commerce,a,0
08/04/2019,Retail,a,0
15/04/2019,Lotte Mart,5136.285714,5136.285714
15/04/2019,Lotte super,3695,3695
15/04/2019,Homeplus,10561.04665,10561.04665
15/04/2019,AK Plaza,391,391
15/04/2019,GS Retail,1445,1445
15/04/2019,Lotte Department,748,748
15/04/2019,GS25,0,0
15/04/2019,Emart everyday,2680.434402,2680.434402
15/04/2019,CS Distribution,0,0
15/04/2019,Eland,2354,2354
15/04/2019,Emart,11766.7759,11766.7759
15/04/2019,Emart traders,6045.859099,6045.859099
15/04/2019,Homeplus Express,4728.795918,4728.795918
15/04/2019,Mega Mart,595,595
15/04/2019,Costco Korea,12910,12910
15/04/2019,VIC Market,341,341
15/04/2019,Hyundae Department,2400.495627,2400.495627
15/04/2019,Market 999,26.38483965,26.38483965
15/04/2019,Homeplus 365,0,0
15/04/2019,Emart24,0,0
15/04/2019,Mini Stop,0,0
15/04/2019,No Brand,1086.026828,1086.026828
15/04/2019,CU,0,0
15/04/2019,Shinsegae Department,910,910
15/04/2019,Sampling ,16,16
15/04/2019,Loss,0,0
15/04/2019,Wholesale,191065.6443,191065.6443
15/04/2019,E-commerce,2123.148688,2123.148688
15/04/2019,Retail,67821.10498,67821.10498
22/04/2019,Lotte Mart,11039.89796,11039.89796
22/04/2019,Lotte super,3306.099125,3306.099125
22/04/2019,Homeplus,12894.07872,12894.07872
22/04/2019,AK Plaza,274,274
22/04/2019,GS Retail,3804,3804
22/04/2019,Lotte Department,498,498
22/04/2019,GS25,17,17
22/04/2019,Emart everyday,2265.078717,2265.078717
22/04/2019,CS Distribution,0,0
22/04/2019,Eland,2791,2791
22/04/2019,Emart,15522.47409,15522.47409
22/04/2019,Emart traders,6991.090765,6991.090765
22/04/2019,Homeplus Express,3272.851312,3272.851312
22/04/2019,Mega Mart,1448.396501,1448.396501
22/04/2019,Costco Korea,8977,8977
22/04/2019,VIC Market,990,990
22/04/2019,Hyundae Department,2315.131195,2315.131195
22/04/2019,Market 999,37.60932945,37.60932945
22/04/2019,Homeplus 365,0,0
22/04/2019,Emart24,0,0
22/04/2019,Mini Stop,0,0
22/04/2019,No Brand,1043.661538,1043.661538
22/04/2019,CU,0,0
22/04/2019,Shinsegae Department,642,642
22/04/2019,Sampling ,350.8172041,350.8172041
22/04/2019,Loss,0,0
22/04/2019,Wholesale,67362.82507,67362.82507
22/04/2019,E-commerce,4442.597668,4442.597668
22/04/2019,Retail,78129.36925,78129.36925
29/04/2019,Lotte Mart,15663.06122,15663.06122
29/04/2019,Lotte super,6789.810496,6789.810496
29/04/2019,Homeplus,21387.96793,21387.96793
29/04/2019,AK Plaza,390,390
29/04/2019,GS Retail,3742,3742
29/04/2019,Lotte Department,771,771
29/04/2019,GS25,36,36
29/04/2019,Emart everyday,1883.941691,1883.941691
29/04/2019,CS Distribution,0,0
29/04/2019,Eland,8612,8612
29/04/2019,Emart,31129.8803,31129.8803
29/04/2019,Emart traders,20004.87906,20004.87906
29/04/2019,Homeplus Express,1760.577259,1760.577259
29/04/2019,Mega Mart,2733.35277,2733.35277
29/04/2019,Costco Korea,17128,17128
29/04/2019,VIC Market,1882,1882
29/04/2019,Hyundae Department,2463.61516,2463.61516
29/04/2019,Market 999,38.19241983,38.19241983
29/04/2019,Homeplus 365,0.262390671,0.262390671
29/04/2019,Emart24,0,0
29/04/2019,Mini Stop,0,0
29/04/2019,No Brand,580.8878833,580.8878833
29/04/2019,CU,0,0
29/04/2019,Shinsegae Department,603,603
29/04/2019,Sampling ,1493.323245,1493.323245
29/04/2019,Loss,0,0
29/04/2019,Wholesale,76188.77201,76188.77201
29/04/2019,E-commerce,14709.96143,14709.96143
29/04/2019,Retail,137600.4286,137600.4286
06/05/2019,Lotte Mart,8582.387755,8582.387755
06/05/2019,Lotte super,2718.137026,2718.137026
06/05/2019,Homeplus,14471.3207,14471.3207
06/05/2019,AK Plaza,379,379
06/05/2019,GS Retail,3435,3435
06/05/2019,Lotte Department,952,952
06/05/2019,GS25,37,37
06/05/2019,Emart everyday,1565.069971,1565.069971
06/05/2019,CS Distribution,0,0
06/05/2019,Eland,3489,3489
06/05/2019,Emart,22293.29939,22293.29939
06/05/2019,Emart traders,5643.577219,5643.577219
06/05/2019,Homeplus Express,3581.317784,3581.317784
06/05/2019,Mega Mart,1387.667638,1387.667638
06/05/2019,Costco Korea,7743,7743
06/05/2019,VIC Market,514,514
06/05/2019,Hyundae Department,2373.119534,2373.119534
06/05/2019,Market 999,41.39941691,41.39941691
06/05/2019,Homeplus 365,20.02915452,20.02915452
06/05/2019,Emart24,0,0
06/05/2019,Mini Stop,0,0
06/05/2019,No Brand,781.2814058,781.2814058
06/05/2019,CU,826.96793,826.96793
06/05/2019,Shinsegae Department,306,306
06/05/2019,Sampling ,1291.12751,1291.12751
06/05/2019,Loss,0,0
06/05/2019,Wholesale,86102.79883,86102.79883
06/05/2019,E-commerce,14757.44519,14757.44519
06/05/2019,Retail,81140.57492,81140.57492
13/05/2019,Lotte Mart,45492,45492
13/05/2019,Lotte super,2821.12828,2821.12828
13/05/2019,Homeplus,20026.78134,20026.78134
13/05/2019,AK Plaza,345,345
13/05/2019,GS Retail,2030,2030
13/05/2019,Lotte Department,979,979
13/05/2019,GS25,66,66
13/05/2019,Emart everyday,1871.982507,1871.982507
13/05/2019,CS Distribution,0,0
13/05/2019,Eland,7170,7170
13/05/2019,Emart,23439.81378,23439.81378
13/05/2019,Emart traders,6790.96368,6790.96368
13/05/2019,Homeplus Express,3751.177843,3751.177843
13/05/2019,Mega Mart,2337.580175,2337.580175
13/05/2019,Costco Korea,29539,29539
13/05/2019,VIC Market,753,753
13/05/2019,Hyundae Department,5271.282799,5271.282799
13/05/2019,Market 999,49.56268222,49.56268222
13/05/2019,Homeplus 365,16.53061224,16.53061224
13/05/2019,Emart24,0,0
13/05/2019,Mini Stop,0,0
13/05/2019,No Brand,815.447183,815.447183
13/05/2019,CU,190.9037901,190.9037901
13/05/2019,Shinsegae Department,850,850
13/05/2019,Sampling ,2524.034857,2524.034857
13/05/2019,Loss,428.4651,428.4651
13/05/2019,Wholesale,103518.4752,103518.4752
13/05/2019,E-commerce,25330.63613,25330.63613
13/05/2019,Retail,154607.1547,154607.1547
20/05/2019,Lotte Mart,20767.28571,20767.28571
20/05/2019,Lotte super,5433.816327,5433.816327
20/05/2019,Homeplus,16048.20117,16048.20117
20/05/2019,AK Plaza,2461,2461
20/05/2019,GS Retail,2564,2564
20/05/2019,Lotte Department,822,822
20/05/2019,GS25,3404,3404
20/05/2019,Emart everyday,6609.107872,6609.107872
20/05/2019,CS Distribution,0,0
20/05/2019,Eland,2365,2365
20/05/2019,Emart,23242.20294,23242.20294
20/05/2019,Emart traders,7181.512849,7181.512849
20/05/2019,Homeplus Express,5729.556851,5729.556851
20/05/2019,Mega Mart,1378.717201,1378.717201
20/05/2019,Costco Korea,10696,10696
20/05/2019,VIC Market,932,932
20/05/2019,Hyundae Department,2917.28863,2917.28863
20/05/2019,Market 999,36.85131195,36.85131195
20/05/2019,Homeplus 365,14.16909621,14.16909621
20/05/2019,Emart24,0,0
20/05/2019,Mini Stop,0,0
20/05/2019,No Brand,1214.34,1214.34
20/05/2019,CU,340.8746356,340.8746356
20/05/2019,Shinsegae Department,689,689
20/05/2019,Sampling ,2173,2173
20/05/2019,Loss,0,0
20/05/2019,Wholesale,106963.0612,106963.0612
20/05/2019,E-commerce,21027.41399,21027.41399
20/05/2019,Retail,114846.9246,114846.9246
27/05/2019,Lotte Mart,18270,18270
27/05/2019,Lotte super,4649.428571,4649.428571
27/05/2019,Homeplus,21945.19242,21945.19242
27/05/2019,AK Plaza,609,609
27/05/2019,GS Retail,4742,4742
27/05/2019,Lotte Department,822,822
27/05/2019,GS25,1282,1282
27/05/2019,Emart everyday,2074.924198,2074.924198
27/05/2019,CS Distribution,0,0
27/05/2019,Eland,6680,6680
27/05/2019,Emart,24442.17047,24442.17047
27/05/2019,Emart traders,8610.618502,8610.618502
27/05/2019,Homeplus Express,6109.116618,6109.116618
27/05/2019,Mega Mart,2498.425656,2498.425656
27/05/2019,Costco Korea,32611,32611
27/05/2019,VIC Market,708,708
27/05/2019,Hyundae Department,3354.988338,3354.988338
27/05/2019,Market 999,42.29737609,42.29737609
27/05/2019,Homeplus 365,22.40524781,22.40524781
27/05/2019,Emart24,29,29
27/05/2019,Mini Stop,0,0
27/05/2019,No Brand,1056.090143,1056.090143
27/05/2019,CU,349.9271137,349.9271137
27/05/2019,Shinsegae Department,541,541
27/05/2019,Sampling ,3244.361388,3244.361388
27/05/2019,Loss,0,0
27/05/2019,Wholesale,125089.8507,125089.8507
27/05/2019,E-commerce,18614.95335,18614.95335
27/05/2019,Retail,141449.5847,141449.5847
03/06/2019,Lotte Mart,26373.95918,26373.95918
03/06/2019,Lotte super,8367.183673,8367.183673
03/06/2019,Homeplus,17858.55102,17858.55102
03/06/2019,AK Plaza,329,329
03/06/2019,GS Retail,3145,3145
03/06/2019,Lotte Department,789,789
03/06/2019,GS25,477,477
03/06/2019,Emart everyday,6311.930029,6311.930029
03/06/2019,CS Distribution,0,0
03/06/2019,Eland,9929,9929
03/06/2019,Emart,26037.56005,26037.56005
03/06/2019,Emart traders,19985.21615,19985.21615
03/06/2019,Homeplus Express,7847.699708,7847.699708
03/06/2019,Mega Mart,1517.014577,1517.014577
03/06/2019,Costco Korea,28248,28248
03/06/2019,VIC Market,4271,4271
03/06/2019,Hyundae Department,4001.061224,4001.061224
03/06/2019,Market 999,24.10495627,24.10495627
03/06/2019,Homeplus 365,20.5393586,20.5393586
03/06/2019,Emart24,19.692,19.692
03/06/2019,Mini Stop,3,3
03/06/2019,No Brand,1277.707846,1277.707846
03/06/2019,CU,333.9941691,333.9941691
03/06/2019,Shinsegae Department,308,308
03/06/2019,Sampling ,2607.163265,2607.163265
03/06/2019,Loss,0,0
03/06/2019,Wholesale,128529.9816,128529.9816
03/06/2019,E-commerce,23025.42274,23025.42274
03/06/2019,Retail,167475.214,167475.214
10/06/2019,Lotte Mart,14059.20408,14059.20408
10/06/2019,Lotte super,5304.408163,5304.408163
10/06/2019,Homeplus,22022.25364,22022.25364
10/06/2019,AK Plaza,290,290
10/06/2019,GS Retail,11554,11554
10/06/2019,Lotte Department,789,789
10/06/2019,GS25,401,401
10/06/2019,Emart everyday,1480.03207,1480.03207
10/06/2019,CS Distribution,0,0
10/06/2019,Eland,2955,2955
10/06/2019,Emart,19262.52533,19262.52533
10/06/2019,Emart traders,15179.19515,15179.19515
10/06/2019,Homeplus Express,9021.058309,9021.058309
10/06/2019,Mega Mart,5786.682216,5786.682216
10/06/2019,Costco Korea,15040,15040
10/06/2019,VIC Market,1669,1669
10/06/2019,Hyundae Department,2938.71137,2938.71137
10/06/2019,Market 999,53.66763848,53.66763848
10/06/2019,Homeplus 365,18.73177843,18.73177843
10/06/2019,Emart24,28.3764,28.3764
10/06/2019,Mini Stop,4.5084,4.5084
10/06/2019,No Brand,1333.501846,1333.501846
10/06/2019,CU,460.9941691,460.9941691
10/06/2019,Shinsegae Department,288,288
10/06/2019,Sampling ,1400.609204,1400.609204
10/06/2019,Loss,0,0
10/06/2019,Wholesale,84199.74344,84199.74344
10/06/2019,E-commerce,27964.77602,27964.77602
10/06/2019,Retail,129939.8506,129939.8506
17/06/2019,Lotte Mart,13293.4898,13293.4898
17/06/2019,Lotte super,6579.489796,6579.489796
17/06/2019,Homeplus,16781.4723,16781.4723
17/06/2019,AK Plaza,338,338
17/06/2019,GS Retail,4763,4763
17/06/2019,Lotte Department,447,447
17/06/2019,GS25,3606,3606
17/06/2019,Emart everyday,7633.586006,7633.586006
17/06/2019,CS Distribution,0,0
17/06/2019,Eland,11382,11382
17/06/2019,Emart,21607.97763,21607.97763
17/06/2019,Emart traders,5555.929558,5555.929558
17/06/2019,Homeplus Express,5401.930029,5401.930029
17/06/2019,Mega Mart,791.2769679,791.2769679
17/06/2019,Costco Korea,10985,10985
17/06/2019,VIC Market,76,76
17/06/2019,Hyundae Department,3184.947522,3184.947522
17/06/2019,Market 999,56.39650146,56.39650146
17/06/2019,Homeplus 365,16.99125364,16.99125364
17/06/2019,Emart24,16.35950769,16.35950769
17/06/2019,Mini Stop,1.565261538,1.565261538
17/06/2019,No Brand,1484.221385,1484.221385
17/06/2019,CU,428.1137026,428.1137026
17/06/2019,Shinsegae Department,319,319
17/06/2019,Sampling ,1102.794905,1102.794905
17/06/2019,Loss,0,0
17/06/2019,Wholesale,103977.9883,103977.9883
17/06/2019,E-commerce,15080.4801,15080.4801
17/06/2019,Retail,114749.7472,114749.7472
24/06/2019,Lotte Mart,5488.142857,5488.142857
24/06/2019,Lotte super,4428.924198,4428.924198
24/06/2019,Homeplus,17544.41399,17544.41399
24/06/2019,AK Plaza,292,292
24/06/2019,GS Retail,9297,9297
24/06/2019,Lotte Department,280,280
24/06/2019,GS25,1655,1655
24/06/2019,Emart everyday,1638.912536,1638.912536
24/06/2019,CS Distribution,0,0
24/06/2019,Eland,1460,1460
24/06/2019,Emart,19481.41931,19481.41931
24/06/2019,Emart traders,6543.315995,6543.315995
24/06/2019,Homeplus Express,4614.685131,4614.685131
24/06/2019,Mega Mart,2093.440233,2093.440233
24/06/2019,Costco Korea,17589,17589
24/06/2019,VIC Market,2200,2200
24/06/2019,Hyundae Department,3978.104956,3978.104956
24/06/2019,Market 999,47.95510204,47.95510204
24/06/2019,Homeplus 365,16.6180758,16.6180758
24/06/2019,Emart24,13.73390769,13.73390769
24/06/2019,Mini Stop,1.464276923,1.464276923
24/06/2019,No Brand,1228.225385,1228.225385
24/06/2019,CU,287.9591837,287.9591837
24/06/2019,Shinsegae Department,379,379
24/06/2019,Sampling ,1337.547272,1337.547272
24/06/2019,Loss,0,0
24/06/2019,Wholesale,94909.0215,94909.0215
24/06/2019,E-commerce,11244.84197,11244.84197
24/06/2019,Retail,100559.3151,100559.3151
01/07/2019,Lotte Mart,8482.285714,8482.285714
01/07/2019,Lotte super,7341.781341,7341.781341
01/07/2019,Homeplus,10416.30612,10416.30612
01/07/2019,AK Plaza,460,460
01/07/2019,GS Retail,847,847
01/07/2019,Lotte Department,126,126
01/07/2019,GS25,255,255
01/07/2019,Emart everyday,2173.440233,2173.440233
01/07/2019,CS Distribution,0,0
01/07/2019,Eland,8090,8090
01/07/2019,Emart,12334.49846,12334.49846
01/07/2019,Emart traders,4847.77122,4847.77122
01/07/2019,Homeplus Express,2862.61516,2862.61516
01/07/2019,Mega Mart,1462.915452,1462.915452
01/07/2019,Costco Korea,26786,26786
01/07/2019,VIC Market,2368,2368
01/07/2019,Hyundae Department,2739.300292,2739.300292
01/07/2019,Market 999,43.67346939,43.67346939
01/07/2019,Homeplus 365,13.49854227,13.49854227
01/07/2019,Emart24,11.86569231,11.86569231
01/07/2019,Mini Stop,1.716738462,1.716738462
01/07/2019,No Brand,1124.42887,1124.42887
01/07/2019,CU,199.212828,199.212828
01/07/2019,Shinsegae Department,313,313
01/07/2019,Sampling ,716.5770494,716.5770494
01/07/2019,Loss,0,0
01/07/2019,Wholesale,44031.67159,44031.67159
01/07/2019,E-commerce,23274.3496,23274.3496
01/07/2019,Retail,93300.31014,93300.31014
08/07/2019,Lotte Mart,5658.959184,5658.959184
08/07/2019,Lotte super,1968.48688,1968.48688
08/07/2019,Homeplus,7176.740525,7176.740525
08/07/2019,AK Plaza,210,210
08/07/2019,GS Retail,2175,2175
08/07/2019,Lotte Department,224,224
08/07/2019,GS25,292,292
08/07/2019,Emart everyday,553.3002915,553.3002915
08/07/2019,CS Distribution,0,0
08/07/2019,Eland,1251,1251
08/07/2019,Emart,12921.06824,12921.06824
08/07/2019,Emart traders,4173.528841,4173.528841
08/07/2019,Homeplus Express,2297.731778,2297.731778
08/07/2019,Mega Mart,996.7113703,996.7113703
08/07/2019,Costco Korea,30742,30742
08/07/2019,VIC Market,82,82
08/07/2019,Hyundae Department,1835.067055,1835.067055
08/07/2019,Market 999,40.02915452,40.02915452
08/07/2019,Homeplus 365,6.93877551,6.93877551
08/07/2019,Emart24,10.40141538,10.40141538
08/07/2019,Mini Stop,0.858369231,0.858369231
08/07/2019,No Brand,866.1955385,866.1955385
08/07/2019,CU,166.6997085,166.6997085
08/07/2019,Shinsegae Department,350,350
08/07/2019,Sampling ,831.0843315,831.0843315
08/07/2019,Loss,0,0
08/07/2019,Wholesale,67810.54545,67810.54545
08/07/2019,E-commerce,9305.288535,9305.288535
08/07/2019,Retail,73998.71713,73998.71713
15/07/2019,Lotte Mart,10780.28571,10780.28571
15/07/2019,Lotte super,2875.268222,2875.268222
15/07/2019,Homeplus,12243.77551,12243.77551
15/07/2019,AK Plaza,333,333
15/07/2019,GS Retail,959,959
15/07/2019,Lotte Department,224,224
15/07/2019,GS25,80,80
15/07/2019,Emart everyday,1887.294461,1887.294461
15/07/2019,CS Distribution,0,0
