country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
JP,Japan,Nagasaki,,,JP-42,,08-01-2021,-39,-19,-55,-44,-25,18
JP,Japan,Nagasaki,,,JP-42,,09-01-2021,-62,-37,-69,-68,-40,21
JP,Japan,Nagasaki,,,JP-42,,10-01-2021,-28,-8,-50,-53,-14,11
JP,Japan,Nagasaki,,,JP-42,,11-01-2021,0,2,-25,-47,-49,18
JP,Japan,Nagasaki,,,JP-42,,12-01-2021,-13,1,-29,-27,-2,5
JP,Japan,Nagasaki,,,JP-42,,13-01-2021,-15,-2,-18,-28,-2,4
JP,Japan,Nagasaki,,,JP-42,,14-01-2021,-15,-4,-15,-30,-4,4
JP,Japan,Nagasaki,,,JP-42,,15-01-2021,-20,-6,-25,-35,-5,5
JP,Japan,Nagasaki,,,JP-42,,16-01-2021,-23,-7,-26,-48,-6,6
JP,Japan,Nagasaki,,,JP-42,,17-01-2021,-23,-8,-31,-51,-12,8
JP,Japan,Nagasaki,,,JP-42,,18-01-2021,-20,-8,-27,-34,-4,5
JP,Japan,Nagasaki,,,JP-42,,19-01-2021,-19,-8,-23,-33,-5,5
JP,Japan,Nagasaki,,,JP-42,,20-01-2021,-18,-5,-12,-31,-5,4
JP,Japan,Nagasaki,,,JP-42,,21-01-2021,-19,-6,-18,-33,-7,5
JP,Japan,Nagasaki,,,JP-42,,22-01-2021,-25,-9,-30,-39,-7,7
JP,Japan,Nagasaki,,,JP-42,,23-01-2021,-28,-10,-53,-54,-13,10
JP,Japan,Nagasaki,,,JP-42,,24-01-2021,-22,-6,-32,-51,-12,8
JP,Japan,Nagasaki,,,JP-42,,25-01-2021,-17,-2,-12,-30,-4,4
JP,Japan,Nagasaki,,,JP-42,,26-01-2021,-22,-10,-39,-35,-7,6
JP,Japan,Nagasaki,,,JP-42,,27-01-2021,-18,-4,-16,-31,-5,5
JP,Japan,Nagasaki,,,JP-42,,28-01-2021,-17,-4,-23,-34,-6,5
JP,Japan,Nagasaki,,,JP-42,,29-01-2021,-26,-10,-38,-41,-7,7
JP,Japan,Nagasaki,,,JP-42,,30-01-2021,-22,-4,-29,-48,-8,7
JP,Japan,Nagasaki,,,JP-42,,31-01-2021,-19,-2,-10,-46,-9,6
JP,Japan,Nara,,,JP-29,,15-02-2020,-1,8,-15,-7,3,1
JP,Japan,Nara,,,JP-29,,16-02-2020,-10,-5,-41,-17,-2,3
JP,Japan,Nara,,,JP-29,,17-02-2020,-5,4,-14,-2,2,1
JP,Japan,Nara,,,JP-29,,18-02-2020,-4,4,-11,-4,-1,1
JP,Japan,Nara,,,JP-29,,19-02-2020,-1,5,9,-2,0,0
JP,Japan,Nara,,,JP-29,,20-02-2020,2,5,6,-2,-1,0
JP,Japan,Nara,,,JP-29,,21-02-2020,-1,5,12,1,0,0
JP,Japan,Nara,,,JP-29,,22-02-2020,-7,0,-32,-13,-2,2
JP,Japan,Nara,,,JP-29,,23-02-2020,1,10,31,1,1,0
JP,Japan,Nara,,,JP-29,,24-02-2020,24,14,75,-28,-56,14
JP,Japan,Nara,,,JP-29,,25-02-2020,0,9,-5,-2,1,1
JP,Japan,Nara,,,JP-29,,26-02-2020,0,6,-1,-1,0,1
JP,Japan,Nara,,,JP-29,,27-02-2020,-1,6,-6,-5,-1,1
JP,Japan,Nara,,,JP-29,,28-02-2020,2,15,-2,-5,2,1
JP,Japan,Nara,,,JP-29,,29-02-2020,-6,7,-44,-26,2,4
JP,Japan,Nara,,,JP-29,,01-03-2020,-3,21,12,-20,3,2
JP,Japan,Nara,,,JP-29,,02-03-2020,-5,11,1,-11,-1,3
JP,Japan,Nara,,,JP-29,,03-03-2020,0,13,14,-13,-2,3
JP,Japan,Nara,,,JP-29,,04-03-2020,-13,-3,-32,-17,-5,5
JP,Japan,Nara,,,JP-29,,05-03-2020,-6,6,-8,-15,-4,4
JP,Japan,Nara,,,JP-29,,06-03-2020,-5,6,14,-14,-3,4
JP,Japan,Nara,,,JP-29,,07-03-2020,-4,9,10,-26,-5,4
JP,Japan,Nara,,,JP-29,,08-03-2020,-15,1,-41,-37,-7,6
JP,Japan,Nara,,,JP-29,,09-03-2020,-5,6,20,-10,-2,3
JP,Japan,Nara,,,JP-29,,10-03-2020,-10,-2,-33,-17,-6,5
JP,Japan,Nara,,,JP-29,,11-03-2020,-2,7,13,-12,-5,3
JP,Japan,Nara,,,JP-29,,12-03-2020,0,8,36,-11,-5,3
JP,Japan,Nara,,,JP-29,,13-03-2020,-1,7,18,-11,-5,3
JP,Japan,Nara,,,JP-29,,14-03-2020,-10,-1,-46,-32,-9,6
JP,Japan,Nara,,,JP-29,,15-03-2020,-4,12,21,-21,-3,3
JP,Japan,Nara,,,JP-29,,16-03-2020,-9,2,-21,-13,-3,4
JP,Japan,Nara,,,JP-29,,17-03-2020,0,8,18,-13,-4,3
JP,Japan,Nara,,,JP-29,,18-03-2020,-1,8,26,-8,-4,2
JP,Japan,Nara,,,JP-29,,19-03-2020,6,9,21,-7,-5,1
JP,Japan,Nara,,,JP-29,,20-03-2020,25,20,70,-29,-55,14
JP,Japan,Nara,,,JP-29,,21-03-2020,1,11,39,-15,-8,3
JP,Japan,Nara,,,JP-29,,22-03-2020,-5,8,24,-21,-4,3
JP,Japan,Nara,,,JP-29,,23-03-2020,-2,5,16,-9,-3,3
JP,Japan,Nara,,,JP-29,,24-03-2020,1,6,9,-12,-4,3
JP,Japan,Nara,,,JP-29,,25-03-2020,5,10,33,-6,-5,2
JP,Japan,Nara,,,JP-29,,26-03-2020,4,13,40,-8,-6,2
JP,Japan,Nara,,,JP-29,,27-03-2020,-7,2,-30,-13,-7,5
JP,Japan,Nara,,,JP-29,,28-03-2020,-9,4,-39,-32,-8,6
JP,Japan,Nara,,,JP-29,,29-03-2020,-7,11,10,-27,-5,4
JP,Japan,Nara,,,JP-29,,30-03-2020,-5,5,-18,-14,-6,5
JP,Japan,Nara,,,JP-29,,31-03-2020,2,11,25,-15,-6,4
JP,Japan,Nara,,,JP-29,,01-04-2020,-18,-2,-30,-18,-9,6
JP,Japan,Nara,,,JP-29,,02-04-2020,-6,11,23,-16,-9,5
JP,Japan,Nara,,,JP-29,,03-04-2020,-8,10,49,-14,-8,5
JP,Japan,Nara,,,JP-29,,04-04-2020,-8,16,53,-28,-10,6
JP,Japan,Nara,,,JP-29,,05-04-2020,-13,16,55,-30,-9,6
JP,Japan,Nara,,,JP-29,,06-04-2020,-11,12,28,-16,-7,5
JP,Japan,Nara,,,JP-29,,07-04-2020,-8,10,28,-21,-11,6
JP,Japan,Nara,,,JP-29,,08-04-2020,-13,11,30,-23,-13,6
JP,Japan,Nara,,,JP-29,,09-04-2020,-13,7,24,-26,-15,7
JP,Japan,Nara,,,JP-29,,10-04-2020,-16,8,3,-27,-14,9
JP,Japan,Nara,,,JP-29,,11-04-2020,-17,12,5,-44,-19,9
JP,Japan,Nara,,,JP-29,,12-04-2020,-37,-10,-65,-60,-21,12
JP,Japan,Nara,,,JP-29,,13-04-2020,-29,-7,-51,-36,-16,11
JP,Japan,Nara,,,JP-29,,14-04-2020,-14,9,7,-35,-17,9
JP,Japan,Nara,,,JP-29,,15-04-2020,-12,14,21,-32,-17,9
JP,Japan,Nara,,,JP-29,,16-04-2020,-14,10,18,-34,-18,10
JP,Japan,Nara,,,JP-29,,17-04-2020,-18,9,-8,-38,-19,11
JP,Japan,Nara,,,JP-29,,18-04-2020,-34,-5,-51,-57,-23,14
JP,Japan,Nara,,,JP-29,,19-04-2020,-33,-1,6,-52,-21,10
JP,Japan,Nara,,,JP-29,,20-04-2020,-27,-1,-21,-39,-19,12
JP,Japan,Nara,,,JP-29,,21-04-2020,-25,2,9,-41,-22,12
JP,Japan,Nara,,,JP-29,,22-04-2020,-29,-1,-1,-41,-24,12
JP,Japan,Nara,,,JP-29,,23-04-2020,-31,-3,-8,-43,-25,13
JP,Japan,Nara,,,JP-29,,24-04-2020,-30,2,-11,-42,-24,14
JP,Japan,Nara,,,JP-29,,25-04-2020,-32,0,-13,-54,-25,12
JP,Japan,Nara,,,JP-29,,26-04-2020,-38,-5,-11,-56,-25,11
JP,Japan,Nara,,,JP-29,,27-04-2020,-27,1,-8,-40,-23,13
JP,Japan,Nara,,,JP-29,,28-04-2020,-21,4,-1,-42,-25,11
JP,Japan,Nara,,,JP-29,,29-04-2020,-17,1,24,-63,-64,20
JP,Japan,Nara,,,JP-29,,30-04-2020,-20,8,0,-43,-30,14
JP,Japan,Nara,,,JP-29,,01-05-2020,-24,4,-4,-46,-32,16
JP,Japan,Nara,,,JP-29,,02-05-2020,-34,-2,-22,-57,-29,13
JP,Japan,Nara,,,JP-29,,03-05-2020,-37,-5,-24,-61,-28,11
JP,Japan,Nara,,,JP-29,,04-05-2020,-15,2,2,-69,-71,26
JP,Japan,Nara,,,JP-29,,05-05-2020,-10,8,26,-66,-71,25
JP,Japan,Nara,,,JP-29,,06-05-2020,-23,-3,-3,-68,-70,26
JP,Japan,Nara,,,JP-29,,07-05-2020,-25,1,-3,-39,-22,11
JP,Japan,Nara,,,JP-29,,08-05-2020,-28,0,-6,-39,-22,13
JP,Japan,Nara,,,JP-29,,09-05-2020,-33,-4,-33,-53,-19,12
JP,Japan,Nara,,,JP-29,,10-05-2020,-35,-6,-32,-58,-24,11
JP,Japan,Nara,,,JP-29,,11-05-2020,-28,-1,-16,-37,-19,11
JP,Japan,Nara,,,JP-29,,12-05-2020,-25,0,-5,-39,-22,12
JP,Japan,Nara,,,JP-29,,13-05-2020,-24,2,-2,-39,-22,11
JP,Japan,Nara,,,JP-29,,14-05-2020,-24,0,-4,-40,-22,11
JP,Japan,Nara,,,JP-29,,15-05-2020,-24,3,-12,-38,-20,12
JP,Japan,Nara,,,JP-29,,16-05-2020,-32,-11,-67,-57,-24,13
JP,Japan,Nara,,,JP-29,,17-05-2020,-27,2,-3,-49,-18,9
JP,Japan,Nara,,,JP-29,,18-05-2020,-24,-6,-31,-36,-17,11
JP,Japan,Nara,,,JP-29,,19-05-2020,-17,2,-11,-37,-19,11
JP,Japan,Nara,,,JP-29,,20-05-2020,-12,7,8,-33,-18,9
JP,Japan,Nara,,,JP-29,,21-05-2020,-14,2,5,-33,-18,10
JP,Japan,Nara,,,JP-29,,22-05-2020,-18,2,-2,-32,-17,11
JP,Japan,Nara,,,JP-29,,23-05-2020,-15,6,-10,-42,-18,9
JP,Japan,Nara,,,JP-29,,24-05-2020,-17,5,9,-40,-15,7
JP,Japan,Nara,,,JP-29,,25-05-2020,-14,6,-8,-25,-14,8
JP,Japan,Nara,,,JP-29,,26-05-2020,-15,2,-19,-30,-16,9
JP,Japan,Nara,,,JP-29,,27-05-2020,-11,7,0,-26,-16,8
JP,Japan,Nara,,,JP-29,,28-05-2020,-11,5,4,-26,-15,8
JP,Japan,Nara,,,JP-29,,29-05-2020,-12,6,0,-24,-14,9
JP,Japan,Nara,,,JP-29,,30-05-2020,-12,8,-12,-36,-14,7
JP,Japan,Nara,,,JP-29,,31-05-2020,-18,3,-40,-43,-16,8
JP,Japan,Nara,,,JP-29,,01-06-2020,-15,4,-10,-18,-8,6
JP,Japan,Nara,,,JP-29,,02-06-2020,-11,3,-3,-21,-11,6
JP,Japan,Nara,,,JP-29,,03-06-2020,-13,5,-1,-20,-12,6
JP,Japan,Nara,,,JP-29,,04-06-2020,-11,3,-6,-21,-11,6
JP,Japan,Nara,,,JP-29,,05-06-2020,-12,4,-4,-19,-11,7
JP,Japan,Nara,,,JP-29,,06-06-2020,-9,7,-7,-31,-14,6
JP,Japan,Nara,,,JP-29,,07-06-2020,-10,8,17,-28,-11,5
JP,Japan,Nara,,,JP-29,,08-06-2020,-13,2,-8,-17,-8,6
JP,Japan,Nara,,,JP-29,,09-06-2020,-10,4,3,-19,-11,6
JP,Japan,Nara,,,JP-29,,10-06-2020,-11,3,-13,-17,-11,6
JP,Japan,Nara,,,JP-29,,11-06-2020,-17,-8,-38,-21,-12,8
JP,Japan,Nara,,,JP-29,,12-06-2020,-11,1,-20,-20,-12,7
JP,Japan,Nara,,,JP-29,,13-06-2020,-11,-1,-47,-37,-19,8
JP,Japan,Nara,,,JP-29,,14-06-2020,-10,1,-25,-37,-12,6
JP,Japan,Nara,,,JP-29,,15-06-2020,-8,6,-13,-14,-8,5
JP,Japan,Nara,,,JP-29,,16-06-2020,-8,4,3,-15,-9,5
JP,Japan,Nara,,,JP-29,,17-06-2020,-7,4,7,-13,-10,4
JP,Japan,Nara,,,JP-29,,18-06-2020,-15,-9,-36,-17,-11,6
JP,Japan,Nara,,,JP-29,,19-06-2020,-10,-2,-34,-19,-12,7
JP,Japan,Nara,,,JP-29,,20-06-2020,0,9,3,-20,-11,3
JP,Japan,Nara,,,JP-29,,21-06-2020,-4,6,24,-20,-9,3
JP,Japan,Nara,,,JP-29,,22-06-2020,-10,1,-5,-11,-7,5
JP,Japan,Nara,,,JP-29,,23-06-2020,-6,3,1,-13,-9,4
JP,Japan,Nara,,,JP-29,,24-06-2020,-6,3,3,-11,-9,4
JP,Japan,Nara,,,JP-29,,25-06-2020,-5,4,-8,-13,-10,5
JP,Japan,Nara,,,JP-29,,26-06-2020,-5,0,-14,-13,-10,5
JP,Japan,Nara,,,JP-29,,27-06-2020,0,5,-5,-20,-14,4
JP,Japan,Nara,,,JP-29,,28-06-2020,-4,1,-17,-28,-12,5
JP,Japan,Nara,,,JP-29,,29-06-2020,-6,0,-9,-9,-6,4
JP,Japan,Nara,,,JP-29,,30-06-2020,-8,-7,-43,-15,-9,6
JP,Japan,Nara,,,JP-29,,01-07-2020,-4,3,-3,-11,-7,4
JP,Japan,Nara,,,JP-29,,02-07-2020,-2,0,0,-11,-8,4
JP,Japan,Nara,,,JP-29,,03-07-2020,-8,-8,-28,-11,-9,6
JP,Japan,Nara,,,JP-29,,04-07-2020,-6,-6,-47,-30,-14,7
JP,Japan,Nara,,,JP-29,,05-07-2020,-3,2,-9,-27,-10,4
JP,Japan,Nara,,,JP-29,,06-07-2020,-18,-13,-45,-14,-9,7
JP,Japan,Nara,,,JP-29,,07-07-2020,-6,-1,-25,-15,-9,5
JP,Japan,Nara,,,JP-29,,08-07-2020,-8,-3,-26,-21,-14,7
JP,Japan,Nara,,,JP-29,,09-07-2020,-9,-5,-32,-20,-13,7
JP,Japan,Nara,,,JP-29,,10-07-2020,-7,-1,-25,-12,-9,6
JP,Japan,Nara,,,JP-29,,11-07-2020,-8,-3,-42,-33,-17,7
JP,Japan,Nara,,,JP-29,,12-07-2020,-7,1,-1,-27,-9,4
JP,Japan,Nara,,,JP-29,,13-07-2020,-17,-11,-41,-14,-9,6
JP,Japan,Nara,,,JP-29,,14-07-2020,-14,-7,-35,-19,-11,7
JP,Japan,Nara,,,JP-29,,15-07-2020,-3,2,-8,-11,-9,4
JP,Japan,Nara,,,JP-29,,16-07-2020,-5,0,-5,-12,-9,4
JP,Japan,Nara,,,JP-29,,17-07-2020,-9,-4,-21,-13,-10,6
JP,Japan,Nara,,,JP-29,,18-07-2020,-7,1,-16,-26,-11,5
JP,Japan,Nara,,,JP-29,,19-07-2020,-10,0,3,-29,-10,5
JP,Japan,Nara,,,JP-29,,20-07-2020,-6,0,-17,-13,-7,5
JP,Japan,Nara,,,JP-29,,21-07-2020,-5,2,-11,-15,-10,4
JP,Japan,Nara,,,JP-29,,22-07-2020,2,4,-4,-8,-9,3
JP,Japan,Nara,,,JP-29,,23-07-2020,21,9,25,-37,-58,16
JP,Japan,Nara,,,JP-29,,24-07-2020,12,3,22,-42,-61,19
JP,Japan,Nara,,,JP-29,,25-07-2020,-12,-7,-44,-35,-21,9
JP,Japan,Nara,,,JP-29,,26-07-2020,-18,-10,-40,-35,-13,7
JP,Japan,Nara,,,JP-29,,27-07-2020,-8,1,-22,-14,-8,5
JP,Japan,Nara,,,JP-29,,28-07-2020,-6,1,-8,-15,-10,5
JP,Japan,Nara,,,JP-29,,29-07-2020,-6,0,-8,-15,-11,5
JP,Japan,Nara,,,JP-29,,30-07-2020,-5,-2,-16,-15,-11,5
JP,Japan,Nara,,,JP-29,,31-07-2020,-7,1,-10,-14,-9,5
JP,Japan,Nara,,,JP-29,,01-08-2020,-7,4,-10,-26,-10,5
JP,Japan,Nara,,,JP-29,,02-08-2020,-9,2,8,-27,-9,5
JP,Japan,Nara,,,JP-29,,03-08-2020,-9,0,-10,-15,-9,5
JP,Japan,Nara,,,JP-29,,04-08-2020,-5,4,-4,-17,-11,5
JP,Japan,Nara,,,JP-29,,05-08-2020,-5,2,-3,-16,-12,5
JP,Japan,Nara,,,JP-29,,06-08-2020,-4,1,-5,-18,-12,5
JP,Japan,Nara,,,JP-29,,07-08-2020,-6,2,-6,-17,-12,5
JP,Japan,Nara,,,JP-29,,08-08-2020,-8,4,-11,-25,-11,4
JP,Japan,Nara,,,JP-29,,09-08-2020,-4,5,18,-20,-10,3
JP,Japan,Nara,,,JP-29,,10-08-2020,19,10,36,-41,-62,17
JP,Japan,Nara,,,JP-29,,11-08-2020,8,12,16,-24,-30,8
JP,Japan,Nara,,,JP-29,,12-08-2020,11,13,31,-23,-35,9
JP,Japan,Nara,,,JP-29,,13-08-2020,19,14,37,-29,-53,13
JP,Japan,Nara,,,JP-29,,14-08-2020,12,10,40,-31,-56,16
JP,Japan,Nara,,,JP-29,,15-08-2020,-6,1,3,-33,-41,8
JP,Japan,Nara,,,JP-29,,16-08-2020,-15,-3,-4,-31,-17,5
JP,Japan,Nara,,,JP-29,,17-08-2020,-9,-2,-17,-21,-15,6
JP,Japan,Nara,,,JP-29,,18-08-2020,-9,0,-9,-20,-14,6
JP,Japan,Nara,,,JP-29,,19-08-2020,-8,-2,-6,-19,-14,5
JP,Japan,Nara,,,JP-29,,20-08-2020,-5,-1,-12,-20,-13,5
JP,Japan,Nara,,,JP-29,,21-08-2020,-10,-4,-14,-20,-13,7
JP,Japan,Nara,,,JP-29,,22-08-2020,-12,-3,-28,-32,-13,6
JP,Japan,Nara,,,JP-29,,23-08-2020,-13,-2,-10,-32,-10,5
JP,Japan,Nara,,,JP-29,,24-08-2020,-10,-3,-20,-18,-10,6
JP,Japan,Nara,,,JP-29,,25-08-2020,-6,1,-14,-18,-11,5
JP,Japan,Nara,,,JP-29,,26-08-2020,-8,-2,-14,-17,-11,5
JP,Japan,Nara,,,JP-29,,27-08-2020,-10,-4,-20,-18,-11,6
JP,Japan,Nara,,,JP-29,,28-08-2020,-11,-4,-24,-17,-11,6
JP,Japan,Nara,,,JP-29,,29-08-2020,-8,1,-21,-28,-10,5
JP,Japan,Nara,,,JP-29,,30-08-2020,-9,1,-10,-28,-7,4
JP,Japan,Nara,,,JP-29,,31-08-2020,-10,-1,-21,-18,-8,5
JP,Japan,Nara,,,JP-29,,01-09-2020,-11,0,-13,-17,-9,5
JP,Japan,Nara,,,JP-29,,02-09-2020,-10,-4,-15,-18,-10,5
JP,Japan,Nara,,,JP-29,,03-09-2020,-9,-3,-18,-18,-10,5
JP,Japan,Nara,,,JP-29,,04-09-2020,-12,-5,-24,-17,-9,6
JP,Japan,Nara,,,JP-29,,05-09-2020,-7,1,-23,-29,-10,5
JP,Japan,Nara,,,JP-29,,06-09-2020,-14,-5,-27,-35,-10,5
JP,Japan,Nara,,,JP-29,,07-09-2020,-15,-6,-28,-19,-8,6
JP,Japan,Nara,,,JP-29,,08-09-2020,-9,0,-9,-16,-9,4
JP,Japan,Nara,,,JP-29,,09-09-2020,-9,-5,-16,-16,-9,4
JP,Japan,Nara,,,JP-29,,10-09-2020,-7,-2,-17,-15,-10,4
JP,Japan,Nara,,,JP-29,,11-09-2020,-8,-4,-12,-14,-8,4
JP,Japan,Nara,,,JP-29,,12-09-2020,-5,0,-13,-24,-12,4
JP,Japan,Nara,,,JP-29,,13-09-2020,-8,-3,-15,-27,-7,3
JP,Japan,Nara,,,JP-29,,14-09-2020,-10,-2,-1,-11,-4,3
JP,Japan,Nara,,,JP-29,,15-09-2020,-4,2,6,-12,-7,2
JP,Japan,Nara,,,JP-29,,16-09-2020,-5,-1,3,-11,-8,3
JP,Japan,Nara,,,JP-29,,17-09-2020,-9,-4,-8,-14,-9,3
JP,Japan,Nara,,,JP-29,,18-09-2020,-10,-5,-16,-10,-7,4
JP,Japan,Nara,,,JP-29,,19-09-2020,-3,3,-2,-12,-7,2
JP,Japan,Nara,,,JP-29,,20-09-2020,2,5,34,-1,-4,0
JP,Japan,Nara,,,JP-29,,21-09-2020,31,13,106,-21,-61,12
JP,Japan,Nara,,,JP-29,,22-09-2020,18,8,56,-34,-61,15
JP,Japan,Nara,,,JP-29,,23-09-2020,-8,-1,-8,-9,-6,3
JP,Japan,Nara,,,JP-29,,24-09-2020,-9,-2,-11,-10,-7,4
JP,Japan,Nara,,,JP-29,,25-09-2020,-15,-8,-43,-12,-6,6
JP,Japan,Nara,,,JP-29,,26-09-2020,-5,4,-16,-18,-3,3
JP,Japan,Nara,,,JP-29,,27-09-2020,-6,3,14,-15,-2,3
JP,Japan,Nara,,,JP-29,,28-09-2020,-6,2,-2,-7,-4,3
JP,Japan,Nara,,,JP-29,,29-09-2020,-4,2,2,-10,-7,3
JP,Japan,Nara,,,JP-29,,30-09-2020,1,5,-1,-8,-6,2
JP,Japan,Nara,,,JP-29,,01-10-2020,-6,3,0,-9,-6,2
JP,Japan,Nara,,,JP-29,,02-10-2020,-8,-3,-2,-9,-5,3
JP,Japan,Nara,,,JP-29,,03-10-2020,-5,1,-2,-18,-8,3
JP,Japan,Nara,,,JP-29,,04-10-2020,-8,0,11,-17,-4,3
JP,Japan,Nara,,,JP-29,,05-10-2020,-10,-1,-10,-10,-4,3
JP,Japan,Nara,,,JP-29,,06-10-2020,-7,0,7,-11,-6,2
JP,Japan,Nara,,,JP-29,,07-10-2020,-7,-2,-2,-7,-7,2
JP,Japan,Nara,,,JP-29,,08-10-2020,-15,-11,-44,-13,-9,5
JP,Japan,Nara,,,JP-29,,09-10-2020,-18,-12,-47,-15,-9,6
JP,Japan,Nara,,,JP-29,,10-10-2020,-14,-9,-57,-40,-17,9
JP,Japan,Nara,,,JP-29,,11-10-2020,-5,3,7,-17,-1,3
JP,Japan,Nara,,,JP-29,,12-10-2020,-9,-1,-3,-8,-4,3
JP,Japan,Nara,,,JP-29,,13-10-2020,-8,0,6,-10,-7,3
JP,Japan,Nara,,,JP-29,,14-10-2020,-5,-1,12,-7,-7,3
JP,Japan,Nara,,,JP-29,,15-10-2020,-1,5,5,-6,-7,2
JP,Japan,Nara,,,JP-29,,16-10-2020,-3,0,-1,-6,-6,3
JP,Japan,Nara,,,JP-29,,17-10-2020,-9,-8,-53,-26,-11,6
JP,Japan,Nara,,,JP-29,,18-10-2020,-2,4,19,-8,-3,1
JP,Japan,Nara,,,JP-29,,19-10-2020,-12,-5,-27,-11,-4,4
JP,Japan,Nara,,,JP-29,,20-10-2020,-2,3,6,-10,-6,2
JP,Japan,Nara,,,JP-29,,21-10-2020,-2,1,11,-7,-6,2
JP,Japan,Nara,,,JP-29,,22-10-2020,-7,-2,-13,-11,-7,3
JP,Japan,Nara,,,JP-29,,23-10-2020,-9,-3,-30,-10,-7,4
JP,Japan,Nara,,,JP-29,,24-10-2020,3,6,3,-10,-8,2
JP,Japan,Nara,,,JP-29,,25-10-2020,1,7,38,-2,-4,1
JP,Japan,Nara,,,JP-29,,26-10-2020,-3,3,2,-5,-3,2
JP,Japan,Nara,,,JP-29,,27-10-2020,-3,3,15,-7,-6,2
JP,Japan,Nara,,,JP-29,,28-10-2020,0,1,10,-5,-5,2
JP,Japan,Nara,,,JP-29,,29-10-2020,-2,0,7,-8,-7,2
JP,Japan,Nara,,,JP-29,,30-10-2020,0,0,2,-6,-4,3
JP,Japan,Nara,,,JP-29,,31-10-2020,1,3,10,-12,-5,2
JP,Japan,Nara,,,JP-29,,01-11-2020,-1,4,31,-7,-2,1
JP,Japan,Nara,,,JP-29,,02-11-2020,-6,-7,-29,-11,-7,4
JP,Japan,Nara,,,JP-29,,03-11-2020,25,11,63,-33,-57,15
JP,Japan,Nara,,,JP-29,,04-11-2020,-4,-1,7,-6,-4,2
JP,Japan,Nara,,,JP-29,,05-11-2020,-4,-1,8,-8,-6,2
JP,Japan,Nara,,,JP-29,,06-11-2020,-6,-2,1,-8,-4,3
JP,Japan,Nara,,,JP-29,,07-11-2020,-7,-5,-34,-23,-5,5
JP,Japan,Nara,,,JP-29,,08-11-2020,-3,2,23,-7,-3,2
JP,Japan,Nara,,,JP-29,,09-11-2020,-7,-2,-4,-9,-2,3
JP,Japan,Nara,,,JP-29,,10-11-2020,-4,1,0,-9,-5,3
JP,Japan,Nara,,,JP-29,,11-11-2020,-2,0,1,-8,-6,3
JP,Japan,Nara,,,JP-29,,12-11-2020,-4,-2,1,-9,-7,3
JP,Japan,Nara,,,JP-29,,13-11-2020,-6,-2,-12,-9,-5,4
JP,Japan,Nara,,,JP-29,,14-11-2020,-1,2,8,-12,-9,3
JP,Japan,Nara,,,JP-29,,15-11-2020,-1,4,31,-7,-3,2
JP,Japan,Nara,,,JP-29,,16-11-2020,-7,-2,-2,-9,-3,3
JP,Japan,Nara,,,JP-29,,17-11-2020,-6,0,8,-10,-6,3
JP,Japan,Nara,,,JP-29,,18-11-2020,-3,0,11,-7,-6,3
JP,Japan,Nara,,,JP-29,,19-11-2020,-5,-1,6,-8,-6,3
JP,Japan,Nara,,,JP-29,,20-11-2020,-6,-3,-28,-10,-5,4
JP,Japan,Nara,,,JP-29,,21-11-2020,-5,2,-1,-12,-6,3
JP,Japan,Nara,,,JP-29,,22-11-2020,-2,2,37,-3,-3,1
JP,Japan,Nara,,,JP-29,,23-11-2020,18,7,38,-36,-59,16
JP,Japan,Nara,,,JP-29,,24-11-2020,-8,1,-2,-11,-4,3
JP,Japan,Nara,,,JP-29,,25-11-2020,-3,1,-4,-8,-4,2
JP,Japan,Nara,,,JP-29,,26-11-2020,-4,0,-2,-9,-6,3
JP,Japan,Nara,,,JP-29,,27-11-2020,-6,-1,-5,-11,-4,3
JP,Japan,Nara,,,JP-29,,28-11-2020,-5,0,-22,-22,-6,4
JP,Japan,Nara,,,JP-29,,29-11-2020,-7,-1,2,-21,-3,4
JP,Japan,Nara,,,JP-29,,30-11-2020,-4,2,-16,-12,-1,3
JP,Japan,Nara,,,JP-29,,01-12-2020,-7,2,-7,-14,-4,3
JP,Japan,Nara,,,JP-29,,02-12-2020,-5,-1,-3,-13,-5,3
JP,Japan,Nara,,,JP-29,,03-12-2020,-7,-1,-15,-14,-5,4
JP,Japan,Nara,,,JP-29,,04-12-2020,-6,-3,-14,-14,-4,4
JP,Japan,Nara,,,JP-29,,05-12-2020,-5,0,-20,-28,-6,4
JP,Japan,Nara,,,JP-29,,06-12-2020,-7,-1,-4,-27,-3,3
JP,Japan,Nara,,,JP-29,,07-12-2020,-9,-1,-17,-14,-3,4
JP,Japan,Nara,,,JP-29,,08-12-2020,-8,0,-13,-17,-5,4
JP,Japan,Nara,,,JP-29,,09-12-2020,-6,-2,-10,-16,-6,4
JP,Japan,Nara,,,JP-29,,10-12-2020,-5,0,-11,-14,-7,4
JP,Japan,Nara,,,JP-29,,11-12-2020,-6,-1,-13,-15,-5,4
JP,Japan,Nara,,,JP-29,,12-12-2020,-4,-1,-23,-27,-7,4
JP,Japan,Nara,,,JP-29,,13-12-2020,-6,-2,-14,-26,-4,4
JP,Japan,Nara,,,JP-29,,14-12-2020,-10,-4,-26,-17,-4,4
