country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
JP,Japan,Hyogo,,,JP-28,,30-04-2020,-26,7,14,-46,-33,16
JP,Japan,Hyogo,,,JP-28,,01-05-2020,-32,4,12,-49,-36,19
JP,Japan,Hyogo,,,JP-28,,02-05-2020,-41,-3,-5,-55,-30,14
JP,Japan,Hyogo,,,JP-28,,03-05-2020,-46,-11,-38,-62,-31,13
JP,Japan,Hyogo,,,JP-28,,04-05-2020,-24,-2,21,-65,-72,28
JP,Japan,Hyogo,,,JP-28,,05-05-2020,-20,4,44,-63,-72,27
JP,Japan,Hyogo,,,JP-28,,06-05-2020,-30,-6,7,-66,-70,27
JP,Japan,Hyogo,,,JP-28,,07-05-2020,-30,1,8,-41,-23,13
JP,Japan,Hyogo,,,JP-28,,08-05-2020,-34,2,8,-43,-24,15
JP,Japan,Hyogo,,,JP-28,,09-05-2020,-41,-3,-24,-54,-21,13
JP,Japan,Hyogo,,,JP-28,,10-05-2020,-42,-6,-42,-59,-26,12
JP,Japan,Hyogo,,,JP-28,,11-05-2020,-32,1,9,-38,-20,12
JP,Japan,Hyogo,,,JP-28,,12-05-2020,-31,4,17,-40,-23,12
JP,Japan,Hyogo,,,JP-28,,13-05-2020,-30,1,12,-40,-24,13
JP,Japan,Hyogo,,,JP-28,,14-05-2020,-30,3,11,-41,-23,12
JP,Japan,Hyogo,,,JP-28,,15-05-2020,-34,3,-4,-43,-23,15
JP,Japan,Hyogo,,,JP-28,,16-05-2020,-43,-11,-60,-58,-26,15
JP,Japan,Hyogo,,,JP-28,,17-05-2020,-35,2,-11,-52,-21,10
JP,Japan,Hyogo,,,JP-28,,18-05-2020,-35,-7,-17,-40,-20,13
JP,Japan,Hyogo,,,JP-28,,19-05-2020,-29,3,-1,-40,-21,12
JP,Japan,Hyogo,,,JP-28,,20-05-2020,-24,7,13,-38,-21,12
JP,Japan,Hyogo,,,JP-28,,21-05-2020,-24,4,12,-37,-21,12
JP,Japan,Hyogo,,,JP-28,,22-05-2020,-26,2,7,-37,-20,13
JP,Japan,Hyogo,,,JP-28,,23-05-2020,-24,5,5,-43,-20,10
JP,Japan,Hyogo,,,JP-28,,24-05-2020,-25,3,-2,-44,-18,8
JP,Japan,Hyogo,,,JP-28,,25-05-2020,-20,5,10,-31,-16,10
JP,Japan,Hyogo,,,JP-28,,26-05-2020,-24,0,-9,-34,-17,10
JP,Japan,Hyogo,,,JP-28,,27-05-2020,-18,5,14,-31,-17,9
JP,Japan,Hyogo,,,JP-28,,28-05-2020,-18,6,14,-31,-17,9
JP,Japan,Hyogo,,,JP-28,,29-05-2020,-20,5,11,-31,-16,10
JP,Japan,Hyogo,,,JP-28,,30-05-2020,-20,7,8,-37,-16,8
JP,Japan,Hyogo,,,JP-28,,31-05-2020,-26,1,-40,-45,-17,8
JP,Japan,Hyogo,,,JP-28,,01-06-2020,-20,3,6,-23,-9,7
JP,Japan,Hyogo,,,JP-28,,02-06-2020,-18,6,12,-25,-11,7
JP,Japan,Hyogo,,,JP-28,,03-06-2020,-18,4,11,-25,-12,7
JP,Japan,Hyogo,,,JP-28,,04-06-2020,-18,5,6,-25,-12,7
JP,Japan,Hyogo,,,JP-28,,05-06-2020,-18,4,6,-27,-13,8
JP,Japan,Hyogo,,,JP-28,,06-06-2020,-16,6,6,-34,-16,7
JP,Japan,Hyogo,,,JP-28,,07-06-2020,-16,6,4,-34,-13,5
JP,Japan,Hyogo,,,JP-28,,08-06-2020,-17,1,7,-23,-9,7
JP,Japan,Hyogo,,,JP-28,,09-06-2020,-14,6,15,-24,-11,6
JP,Japan,Hyogo,,,JP-28,,10-06-2020,-16,2,-7,-25,-12,7
JP,Japan,Hyogo,,,JP-28,,11-06-2020,-22,-6,-32,-27,-14,9
JP,Japan,Hyogo,,,JP-28,,12-06-2020,-16,2,-12,-25,-13,8
JP,Japan,Hyogo,,,JP-28,,13-06-2020,-20,-5,-45,-38,-20,9
JP,Japan,Hyogo,,,JP-28,,14-06-2020,-16,3,-38,-39,-14,7
JP,Japan,Hyogo,,,JP-28,,15-06-2020,-11,6,4,-20,-8,6
JP,Japan,Hyogo,,,JP-28,,16-06-2020,-11,7,15,-20,-10,5
JP,Japan,Hyogo,,,JP-28,,17-06-2020,-9,6,14,-19,-10,5
JP,Japan,Hyogo,,,JP-28,,18-06-2020,-20,-8,-32,-23,-12,7
JP,Japan,Hyogo,,,JP-28,,19-06-2020,-12,3,-15,-22,-13,7
JP,Japan,Hyogo,,,JP-28,,20-06-2020,-7,10,11,-24,-13,4
JP,Japan,Hyogo,,,JP-28,,21-06-2020,-9,6,6,-25,-11,3
JP,Japan,Hyogo,,,JP-28,,22-06-2020,-12,2,6,-17,-8,5
JP,Japan,Hyogo,,,JP-28,,23-06-2020,-10,6,12,-17,-9,5
JP,Japan,Hyogo,,,JP-28,,24-06-2020,-9,4,10,-17,-10,5
JP,Japan,Hyogo,,,JP-28,,25-06-2020,-11,5,-8,-18,-10,6
JP,Japan,Hyogo,,,JP-28,,26-06-2020,-11,3,-5,-19,-11,6
JP,Japan,Hyogo,,,JP-28,,27-06-2020,-7,7,7,-22,-15,5
JP,Japan,Hyogo,,,JP-28,,28-06-2020,-10,3,-21,-28,-12,5
JP,Japan,Hyogo,,,JP-28,,29-06-2020,-8,4,6,-15,-7,5
JP,Japan,Hyogo,,,JP-28,,30-06-2020,-17,-4,-32,-21,-10,7
JP,Japan,Hyogo,,,JP-28,,01-07-2020,-8,5,4,-16,-7,4
JP,Japan,Hyogo,,,JP-28,,02-07-2020,-7,6,7,-15,-8,4
JP,Japan,Hyogo,,,JP-28,,03-07-2020,-16,-6,-23,-18,-10,7
JP,Japan,Hyogo,,,JP-28,,04-07-2020,-12,2,-24,-29,-14,6
JP,Japan,Hyogo,,,JP-28,,05-07-2020,-10,6,-10,-28,-11,4
JP,Japan,Hyogo,,,JP-28,,06-07-2020,-23,-12,-37,-20,-9,7
JP,Japan,Hyogo,,,JP-28,,07-07-2020,-13,1,-25,-18,-10,6
JP,Japan,Hyogo,,,JP-28,,08-07-2020,-9,2,-9,-20,-12,6
JP,Japan,Hyogo,,,JP-28,,09-07-2020,-10,4,-10,-18,-10,5
JP,Japan,Hyogo,,,JP-28,,10-07-2020,-15,-3,-26,-18,-11,7
JP,Japan,Hyogo,,,JP-28,,11-07-2020,-13,1,-32,-32,-17,7
JP,Japan,Hyogo,,,JP-28,,12-07-2020,-9,7,-3,-26,-10,4
JP,Japan,Hyogo,,,JP-28,,13-07-2020,-18,-8,-32,-18,-9,7
JP,Japan,Hyogo,,,JP-28,,14-07-2020,-15,1,-15,-20,-11,6
JP,Japan,Hyogo,,,JP-28,,15-07-2020,-6,6,5,-16,-9,5
JP,Japan,Hyogo,,,JP-28,,16-07-2020,-7,6,6,-16,-9,5
JP,Japan,Hyogo,,,JP-28,,17-07-2020,-10,3,-1,-18,-10,6
JP,Japan,Hyogo,,,JP-28,,18-07-2020,-11,5,5,-26,-12,5
JP,Japan,Hyogo,,,JP-28,,19-07-2020,-13,3,-3,-29,-11,5
JP,Japan,Hyogo,,,JP-28,,20-07-2020,-9,5,0,-16,-7,5
JP,Japan,Hyogo,,,JP-28,,21-07-2020,-8,7,4,-17,-9,4
JP,Japan,Hyogo,,,JP-28,,22-07-2020,-1,6,4,-12,-9,3
JP,Japan,Hyogo,,,JP-28,,23-07-2020,13,11,32,-33,-58,16
JP,Japan,Hyogo,,,JP-28,,24-07-2020,-2,0,5,-43,-61,21
JP,Japan,Hyogo,,,JP-28,,25-07-2020,-18,-2,-29,-34,-22,8
JP,Japan,Hyogo,,,JP-28,,26-07-2020,-19,-3,-32,-29,-13,6
JP,Japan,Hyogo,,,JP-28,,27-07-2020,-12,2,-10,-17,-9,6
JP,Japan,Hyogo,,,JP-28,,28-07-2020,-9,5,3,-18,-9,5
JP,Japan,Hyogo,,,JP-28,,29-07-2020,-11,1,-4,-20,-11,6
JP,Japan,Hyogo,,,JP-28,,30-07-2020,-10,4,-6,-19,-11,6
JP,Japan,Hyogo,,,JP-28,,31-07-2020,-11,4,-3,-21,-10,6
JP,Japan,Hyogo,,,JP-28,,01-08-2020,-13,6,3,-28,-11,5
JP,Japan,Hyogo,,,JP-28,,02-08-2020,-15,4,-5,-32,-11,5
JP,Japan,Hyogo,,,JP-28,,03-08-2020,-10,4,5,-19,-9,5
JP,Japan,Hyogo,,,JP-28,,04-08-2020,-7,8,12,-19,-11,5
JP,Japan,Hyogo,,,JP-28,,05-08-2020,-7,5,8,-20,-12,5
JP,Japan,Hyogo,,,JP-28,,06-08-2020,-7,6,6,-20,-13,5
JP,Japan,Hyogo,,,JP-28,,07-08-2020,-9,5,7,-21,-13,6
JP,Japan,Hyogo,,,JP-28,,08-08-2020,-13,5,4,-26,-12,5
JP,Japan,Hyogo,,,JP-28,,09-08-2020,-11,5,2,-25,-12,3
JP,Japan,Hyogo,,,JP-28,,10-08-2020,12,9,47,-40,-62,18
JP,Japan,Hyogo,,,JP-28,,11-08-2020,4,13,28,-27,-32,9
JP,Japan,Hyogo,,,JP-28,,12-08-2020,7,12,31,-27,-35,10
JP,Japan,Hyogo,,,JP-28,,13-08-2020,13,15,34,-31,-53,14
JP,Japan,Hyogo,,,JP-28,,14-08-2020,5,11,33,-35,-57,17
JP,Japan,Hyogo,,,JP-28,,15-08-2020,-13,2,6,-33,-41,8
JP,Japan,Hyogo,,,JP-28,,16-08-2020,-19,0,-18,-32,-18,6
JP,Japan,Hyogo,,,JP-28,,17-08-2020,-11,2,-3,-22,-13,7
JP,Japan,Hyogo,,,JP-28,,18-08-2020,-11,5,3,-23,-12,6
JP,Japan,Hyogo,,,JP-28,,19-08-2020,-11,2,2,-23,-13,6
JP,Japan,Hyogo,,,JP-28,,20-08-2020,-9,6,-6,-23,-12,6
JP,Japan,Hyogo,,,JP-28,,21-08-2020,-15,-1,-6,-24,-13,7
JP,Japan,Hyogo,,,JP-28,,22-08-2020,-15,1,-10,-32,-13,6
JP,Japan,Hyogo,,,JP-28,,23-08-2020,-16,1,-15,-33,-11,5
JP,Japan,Hyogo,,,JP-28,,24-08-2020,-13,-1,-5,-21,-9,6
JP,Japan,Hyogo,,,JP-28,,25-08-2020,-8,6,1,-20,-10,5
JP,Japan,Hyogo,,,JP-28,,26-08-2020,-9,2,1,-20,-11,5
JP,Japan,Hyogo,,,JP-28,,27-08-2020,-11,1,-7,-21,-11,6
JP,Japan,Hyogo,,,JP-28,,28-08-2020,-12,1,-4,-22,-11,6
JP,Japan,Hyogo,,,JP-28,,29-08-2020,-13,1,-3,-29,-13,5
JP,Japan,Hyogo,,,JP-28,,30-08-2020,-14,1,-17,-32,-11,4
JP,Japan,Hyogo,,,JP-28,,31-08-2020,-11,0,-6,-20,-8,5
JP,Japan,Hyogo,,,JP-28,,01-09-2020,-11,4,0,-20,-9,5
JP,Japan,Hyogo,,,JP-28,,02-09-2020,-13,-2,-5,-22,-10,6
JP,Japan,Hyogo,,,JP-28,,03-09-2020,-12,1,-9,-22,-11,6
JP,Japan,Hyogo,,,JP-28,,04-09-2020,-13,-1,-7,-22,-11,6
JP,Japan,Hyogo,,,JP-28,,05-09-2020,-13,-1,-10,-30,-13,6
JP,Japan,Hyogo,,,JP-28,,06-09-2020,-18,-4,-25,-37,-13,6
JP,Japan,Hyogo,,,JP-28,,07-09-2020,-22,-12,-21,-28,-14,9
JP,Japan,Hyogo,,,JP-28,,08-09-2020,-9,4,6,-18,-10,4
JP,Japan,Hyogo,,,JP-28,,09-09-2020,-12,-3,-4,-20,-11,5
JP,Japan,Hyogo,,,JP-28,,10-09-2020,-9,2,-3,-18,-11,4
JP,Japan,Hyogo,,,JP-28,,11-09-2020,-13,-2,-4,-20,-11,5
JP,Japan,Hyogo,,,JP-28,,12-09-2020,-10,2,6,-25,-13,4
JP,Japan,Hyogo,,,JP-28,,13-09-2020,-12,0,-9,-28,-11,3
JP,Japan,Hyogo,,,JP-28,,14-09-2020,-9,-2,10,-15,-7,4
JP,Japan,Hyogo,,,JP-28,,15-09-2020,-7,4,19,-15,-8,3
JP,Japan,Hyogo,,,JP-28,,16-09-2020,-8,0,17,-15,-9,4
JP,Japan,Hyogo,,,JP-28,,17-09-2020,-11,-2,-1,-17,-10,4
JP,Japan,Hyogo,,,JP-28,,18-09-2020,-12,-2,-8,-16,-10,5
JP,Japan,Hyogo,,,JP-28,,19-09-2020,-8,3,16,-12,-10,2
JP,Japan,Hyogo,,,JP-28,,20-09-2020,-4,5,25,-5,-10,0
JP,Japan,Hyogo,,,JP-28,,21-09-2020,24,7,83,-20,-62,13
JP,Japan,Hyogo,,,JP-28,,22-09-2020,12,9,57,-30,-60,15
JP,Japan,Hyogo,,,JP-28,,23-09-2020,-11,1,4,-13,-7,4
JP,Japan,Hyogo,,,JP-28,,24-09-2020,-11,0,-6,-16,-8,4
JP,Japan,Hyogo,,,JP-28,,25-09-2020,-17,-6,-32,-18,-9,7
JP,Japan,Hyogo,,,JP-28,,26-09-2020,-10,4,0,-22,-6,4
JP,Japan,Hyogo,,,JP-28,,27-09-2020,-10,4,2,-21,-8,3
JP,Japan,Hyogo,,,JP-28,,28-09-2020,-6,2,3,-11,-7,3
JP,Japan,Hyogo,,,JP-28,,29-09-2020,-5,5,8,-13,-8,3
JP,Japan,Hyogo,,,JP-28,,30-09-2020,-4,6,3,-14,-7,3
JP,Japan,Hyogo,,,JP-28,,01-10-2020,-7,4,2,-15,-6,3
JP,Japan,Hyogo,,,JP-28,,02-10-2020,-10,0,4,-16,-7,4
JP,Japan,Hyogo,,,JP-28,,03-10-2020,-9,3,13,-20,-10,3
JP,Japan,Hyogo,,,JP-28,,04-10-2020,-12,2,2,-21,-10,3
JP,Japan,Hyogo,,,JP-28,,05-10-2020,-9,-1,0,-12,-6,3
JP,Japan,Hyogo,,,JP-28,,06-10-2020,-7,3,11,-14,-8,3
JP,Japan,Hyogo,,,JP-28,,07-10-2020,-9,0,1,-14,-8,3
JP,Japan,Hyogo,,,JP-28,,08-10-2020,-16,-7,-36,-17,-10,5
JP,Japan,Hyogo,,,JP-28,,09-10-2020,-20,-9,-38,-21,-11,7
JP,Japan,Hyogo,,,JP-28,,10-10-2020,-12,1,-19,-30,-15,7
JP,Japan,Hyogo,,,JP-28,,11-10-2020,-10,4,6,-18,-8,3
JP,Japan,Hyogo,,,JP-28,,12-10-2020,-9,-1,4,-12,-6,3
JP,Japan,Hyogo,,,JP-28,,13-10-2020,-8,3,12,-13,-8,3
JP,Japan,Hyogo,,,JP-28,,14-10-2020,-8,0,14,-13,-8,3
JP,Japan,Hyogo,,,JP-28,,15-10-2020,-4,7,4,-10,-8,3
JP,Japan,Hyogo,,,JP-28,,16-10-2020,-7,3,0,-13,-8,4
JP,Japan,Hyogo,,,JP-28,,17-10-2020,-13,-4,-39,-23,-14,6
JP,Japan,Hyogo,,,JP-28,,18-10-2020,-6,6,7,-12,-9,2
JP,Japan,Hyogo,,,JP-28,,19-10-2020,-9,-2,-7,-12,-6,4
JP,Japan,Hyogo,,,JP-28,,20-10-2020,-4,7,10,-12,-7,3
JP,Japan,Hyogo,,,JP-28,,21-10-2020,-5,2,15,-11,-7,3
JP,Japan,Hyogo,,,JP-28,,22-10-2020,-9,0,-15,-14,-8,4
JP,Japan,Hyogo,,,JP-28,,23-10-2020,-9,0,-16,-14,-9,5
JP,Japan,Hyogo,,,JP-28,,24-10-2020,-4,6,14,-14,-11,2
JP,Japan,Hyogo,,,JP-28,,25-10-2020,-4,6,12,-11,-8,1
JP,Japan,Hyogo,,,JP-28,,26-10-2020,-5,1,4,-11,-6,3
JP,Japan,Hyogo,,,JP-28,,27-10-2020,-4,5,11,-11,-7,2
JP,Japan,Hyogo,,,JP-28,,28-10-2020,-4,2,9,-12,-6,3
JP,Japan,Hyogo,,,JP-28,,29-10-2020,-5,2,3,-13,-7,3
JP,Japan,Hyogo,,,JP-28,,30-10-2020,-6,3,-1,-14,-6,3
JP,Japan,Hyogo,,,JP-28,,31-10-2020,-5,3,13,-14,-8,2
JP,Japan,Hyogo,,,JP-28,,01-11-2020,-6,3,7,-13,-7,2
JP,Japan,Hyogo,,,JP-28,,02-11-2020,-9,-9,-34,-16,-10,5
JP,Japan,Hyogo,,,JP-28,,03-11-2020,19,11,47,-31,-56,15
JP,Japan,Hyogo,,,JP-28,,04-11-2020,-8,1,4,-12,-4,3
JP,Japan,Hyogo,,,JP-28,,05-11-2020,-6,3,1,-13,-6,3
JP,Japan,Hyogo,,,JP-28,,06-11-2020,-9,1,1,-15,-6,4
JP,Japan,Hyogo,,,JP-28,,07-11-2020,-14,-5,-30,-23,-8,5
JP,Japan,Hyogo,,,JP-28,,08-11-2020,-8,3,5,-14,-8,2
JP,Japan,Hyogo,,,JP-28,,09-11-2020,-7,-2,0,-12,-5,3
JP,Japan,Hyogo,,,JP-28,,10-11-2020,-5,4,5,-12,-7,3
JP,Japan,Hyogo,,,JP-28,,11-11-2020,-5,1,3,-13,-7,3
JP,Japan,Hyogo,,,JP-28,,12-11-2020,-6,2,3,-13,-7,3
JP,Japan,Hyogo,,,JP-28,,13-11-2020,-8,1,-3,-15,-7,4
JP,Japan,Hyogo,,,JP-28,,14-11-2020,-6,3,13,-17,-11,3
JP,Japan,Hyogo,,,JP-28,,15-11-2020,-7,4,11,-14,-8,2
JP,Japan,Hyogo,,,JP-28,,16-11-2020,-8,-1,3,-12,-5,3
JP,Japan,Hyogo,,,JP-28,,17-11-2020,-7,3,12,-13,-7,3
JP,Japan,Hyogo,,,JP-28,,18-11-2020,-7,1,15,-13,-6,3
JP,Japan,Hyogo,,,JP-28,,19-11-2020,-7,2,3,-13,-7,3
JP,Japan,Hyogo,,,JP-28,,20-11-2020,-10,2,-16,-15,-8,5
JP,Japan,Hyogo,,,JP-28,,21-11-2020,-10,3,6,-15,-9,3
JP,Japan,Hyogo,,,JP-28,,22-11-2020,-8,1,7,-12,-10,2
JP,Japan,Hyogo,,,JP-28,,23-11-2020,12,4,33,-33,-60,17
JP,Japan,Hyogo,,,JP-28,,24-11-2020,-8,3,4,-12,-6,3
JP,Japan,Hyogo,,,JP-28,,25-11-2020,-7,3,0,-14,-5,3
JP,Japan,Hyogo,,,JP-28,,26-11-2020,-7,3,-1,-14,-6,3
JP,Japan,Hyogo,,,JP-28,,27-11-2020,-10,2,-3,-16,-6,4
JP,Japan,Hyogo,,,JP-28,,28-11-2020,-11,2,-8,-23,-7,4
JP,Japan,Hyogo,,,JP-28,,29-11-2020,-12,2,-9,-25,-9,4
JP,Japan,Hyogo,,,JP-28,,30-11-2020,-6,3,-7,-15,-4,4
JP,Japan,Hyogo,,,JP-28,,01-12-2020,-8,5,1,-16,-5,4
JP,Japan,Hyogo,,,JP-28,,02-12-2020,-9,1,3,-18,-5,4
JP,Japan,Hyogo,,,JP-28,,03-12-2020,-9,3,-7,-18,-6,4
JP,Japan,Hyogo,,,JP-28,,04-12-2020,-9,2,-6,-19,-6,5
JP,Japan,Hyogo,,,JP-28,,05-12-2020,-10,3,-2,-26,-8,4
JP,Japan,Hyogo,,,JP-28,,06-12-2020,-11,2,-6,-26,-9,4
JP,Japan,Hyogo,,,JP-28,,07-12-2020,-10,0,-4,-17,-5,4
JP,Japan,Hyogo,,,JP-28,,08-12-2020,-9,4,0,-19,-6,4
JP,Japan,Hyogo,,,JP-28,,09-12-2020,-8,1,-1,-19,-7,4
JP,Japan,Hyogo,,,JP-28,,10-12-2020,-7,4,-6,-18,-7,4
JP,Japan,Hyogo,,,JP-28,,11-12-2020,-9,2,-5,-19,-7,5
JP,Japan,Hyogo,,,JP-28,,12-12-2020,-8,3,-6,-25,-9,4
JP,Japan,Hyogo,,,JP-28,,13-12-2020,-10,3,-17,-26,-8,4
JP,Japan,Hyogo,,,JP-28,,14-12-2020,-10,-3,-18,-18,-6,4
JP,Japan,Hyogo,,,JP-28,,15-12-2020,-5,7,-12,-18,-7,4
JP,Japan,Hyogo,,,JP-28,,16-12-2020,-7,1,-15,-19,-7,4
JP,Japan,Hyogo,,,JP-28,,17-12-2020,-6,3,-17,-19,-8,4
JP,Japan,Hyogo,,,JP-28,,18-12-2020,-8,3,-14,-20,-7,5
JP,Japan,Hyogo,,,JP-28,,19-12-2020,-9,3,-21,-27,-7,4
JP,Japan,Hyogo,,,JP-28,,20-12-2020,-9,5,-26,-28,-7,4
JP,Japan,Hyogo,,,JP-28,,21-12-2020,-6,2,-14,-17,-5,4
JP,Japan,Hyogo,,,JP-28,,22-12-2020,-4,5,-6,-18,-7,4
JP,Japan,Hyogo,,,JP-28,,23-12-2020,-3,5,-5,-18,-6,4
JP,Japan,Hyogo,,,JP-28,,24-12-2020,0,9,-25,-19,-8,5
JP,Japan,Hyogo,,,JP-28,,25-12-2020,-3,9,-16,-20,-8,6
JP,Japan,Hyogo,,,JP-28,,26-12-2020,-11,5,-19,-25,-5,5
JP,Japan,Hyogo,,,JP-28,,27-12-2020,-11,6,-24,-27,-6,4
JP,Japan,Hyogo,,,JP-28,,28-12-2020,11,13,-15,-23,-23,9
JP,Japan,Hyogo,,,JP-28,,29-12-2020,19,23,5,-33,-47,14
JP,Japan,Hyogo,,,JP-28,,30-12-2020,14,25,-28,-43,-64,20
JP,Japan,Hyogo,,,JP-28,,31-12-2020,-5,19,-30,-56,-75,25
JP,Japan,Hyogo,,,JP-28,,01-01-2021,-47,-39,-5,-64,-84,30
JP,Japan,Hyogo,,,JP-28,,02-01-2021,-26,-21,-23,-44,-62,13
JP,Japan,Hyogo,,,JP-28,,03-01-2021,-23,-11,-31,-32,-33,7
JP,Japan,Hyogo,,,JP-28,,04-01-2021,4,4,-5,-33,-45,16
JP,Japan,Hyogo,,,JP-28,,05-01-2021,-10,1,-16,-27,-17,9
JP,Japan,Hyogo,,,JP-28,,06-01-2021,-12,1,-11,-24,-9,6
JP,Japan,Hyogo,,,JP-28,,07-01-2021,-21,-6,-35,-30,-12,9
JP,Japan,Hyogo,,,JP-28,,08-01-2021,-21,-4,-30,-28,-9,8
JP,Japan,Hyogo,,,JP-28,,09-01-2021,-21,-4,-35,-38,-9,8
JP,Japan,Hyogo,,,JP-28,,10-01-2021,-17,-1,-30,-36,-11,6
JP,Japan,Hyogo,,,JP-28,,11-01-2021,1,1,-6,-50,-60,21
JP,Japan,Hyogo,,,JP-28,,12-01-2021,-22,-5,-31,-22,-9,7
JP,Japan,Hyogo,,,JP-28,,13-01-2021,-17,-1,-13,-23,-7,5
JP,Japan,Hyogo,,,JP-28,,14-01-2021,-20,-2,-14,-27,-10,6
JP,Japan,Hyogo,,,JP-28,,15-01-2021,-23,-2,-14,-30,-11,7
JP,Japan,Hyogo,,,JP-28,,16-01-2021,-26,-6,-30,-42,-12,8
JP,Japan,Hyogo,,,JP-28,,17-01-2021,-26,-6,-31,-45,-15,7
JP,Japan,Hyogo,,,JP-28,,18-01-2021,-22,-7,-20,-28,-11,7
JP,Japan,Hyogo,,,JP-28,,19-01-2021,-23,-4,-20,-30,-13,7
JP,Japan,Hyogo,,,JP-28,,20-01-2021,-19,-1,-12,-30,-12,6
JP,Japan,Hyogo,,,JP-28,,21-01-2021,-20,-2,-11,-29,-13,6
JP,Japan,Hyogo,,,JP-28,,22-01-2021,-30,-12,-43,-33,-14,9
JP,Japan,Hyogo,,,JP-28,,23-01-2021,-30,-12,-59,-45,-17,10
JP,Japan,Hyogo,,,JP-28,,24-01-2021,-29,-9,-62,-48,-17,8
JP,Japan,Hyogo,,,JP-28,,25-01-2021,-18,0,-11,-26,-10,6
JP,Japan,Hyogo,,,JP-28,,26-01-2021,-20,-3,-15,-28,-12,6
JP,Japan,Hyogo,,,JP-28,,27-01-2021,-20,-4,-15,-29,-12,7
JP,Japan,Hyogo,,,JP-28,,28-01-2021,-18,-1,-16,-28,-12,6
JP,Japan,Hyogo,,,JP-28,,29-01-2021,-25,-5,-28,-32,-12,8
JP,Japan,Hyogo,,,JP-28,,30-01-2021,-20,1,-23,-39,-12,7
JP,Japan,Hyogo,,,JP-28,,31-01-2021,-21,-1,-21,-40,-12,6
JP,Japan,Ibaraki,,,JP-08,,15-02-2020,2,4,15,-2,5,0
JP,Japan,Ibaraki,,,JP-08,,16-02-2020,-8,-4,-36,-13,-1,3
JP,Japan,Ibaraki,,,JP-08,,17-02-2020,-3,-1,-14,0,0,1
JP,Japan,Ibaraki,,,JP-08,,18-02-2020,3,2,3,-1,1,0
JP,Japan,Ibaraki,,,JP-08,,19-02-2020,1,2,19,-1,1,0
JP,Japan,Ibaraki,,,JP-08,,20-02-2020,2,4,-2,-1,0,1
JP,Japan,Ibaraki,,,JP-08,,21-02-2020,-2,3,11,-1,0,1
JP,Japan,Ibaraki,,,JP-08,,22-02-2020,-1,3,-4,-2,1,1
JP,Japan,Ibaraki,,,JP-08,,23-02-2020,3,7,32,13,1,0
JP,Japan,Ibaraki,,,JP-08,,24-02-2020,33,5,76,-13,-54,14
JP,Japan,Ibaraki,,,JP-08,,25-02-2020,1,5,-6,0,1,0
JP,Japan,Ibaraki,,,JP-08,,26-02-2020,-1,3,-4,-4,1,1
JP,Japan,Ibaraki,,,JP-08,,27-02-2020,1,6,-4,-4,1,1
JP,Japan,Ibaraki,,,JP-08,,28-02-2020,3,20,4,-12,2,2
JP,Japan,Ibaraki,,,JP-08,,29-02-2020,-2,12,-9,-25,6,3
JP,Japan,Ibaraki,,,JP-08,,01-03-2020,-5,10,24,-21,4,3
JP,Japan,Ibaraki,,,JP-08,,02-03-2020,-8,0,-34,-20,-2,4
JP,Japan,Ibaraki,,,JP-08,,03-03-2020,1,7,13,-18,0,3
JP,Japan,Ibaraki,,,JP-08,,04-03-2020,-8,-2,-19,-22,-3,5
JP,Japan,Ibaraki,,,JP-08,,05-03-2020,-2,2,-7,-20,-2,4
JP,Japan,Ibaraki,,,JP-08,,06-03-2020,-6,2,16,-20,-2,4
JP,Japan,Ibaraki,,,JP-08,,07-03-2020,-5,2,-9,-26,-2,5
JP,Japan,Ibaraki,,,JP-08,,08-03-2020,-9,-1,-27,-30,-3,6
JP,Japan,Ibaraki,,,JP-08,,09-03-2020,-3,1,5,-15,-2,3
JP,Japan,Ibaraki,,,JP-08,,10-03-2020,-6,-2,-33,-21,-3,5
JP,Japan,Ibaraki,,,JP-08,,11-03-2020,2,5,33,-16,-2,3
JP,Japan,Ibaraki,,,JP-08,,12-03-2020,4,5,16,-16,-4,3
JP,Japan,Ibaraki,,,JP-08,,13-03-2020,-1,4,21,-17,-3,4
JP,Japan,Ibaraki,,,JP-08,,14-03-2020,-12,-8,-54,-34,-7,7
JP,Japan,Ibaraki,,,JP-08,,15-03-2020,1,9,29,-16,-1,3
JP,Japan,Ibaraki,,,JP-08,,16-03-2020,-1,1,-5,-13,-2,3
JP,Japan,Ibaraki,,,JP-08,,17-03-2020,2,5,10,-16,-2,3
JP,Japan,Ibaraki,,,JP-08,,18-03-2020,1,4,29,-15,-2,3
JP,Japan,Ibaraki,,,JP-08,,19-03-2020,10,7,13,-10,-4,2
JP,Japan,Ibaraki,,,JP-08,,20-03-2020,18,10,42,-24,-54,18
JP,Japan,Ibaraki,,,JP-08,,21-03-2020,0,7,41,-11,-6,4
JP,Japan,Ibaraki,,,JP-08,,22-03-2020,-4,5,41,-9,-2,3
JP,Japan,Ibaraki,,,JP-08,,23-03-2020,0,-1,8,-14,-3,3
JP,Japan,Ibaraki,,,JP-08,,24-03-2020,3,3,10,-15,-3,3
